"('Intersection', 'Waypoint')",None,forward,left,right,E(s),Hit(s)
"('green_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'forward')",0.0,0.0,0.0,-0.0017425137035213501,0.7717264747037682,1
"('green_busy', 'left')",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'right')",0.0,0.01989758600063041,0.0,0.0,0.9398587981242926,1
"('green_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_clear', 'forward')",1.0006617230442583,3.766151649877677,0.2637603180395062,0.14950695133169176,0.6926570384584672,463
"('green_clear', 'left')",0.4628377708021904,0.12993592819037156,2.286104414108839,0.26552076565539784,0.6778805525439713,203
"('green_clear', 'right')",0.3726507481981746,0.3873719390643828,0.21086535580704258,2.5399515760078315,0.731729132378006,240
"('red_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_busy', 'forward')",0.0,0.0,0.0,0.0,1.0,0
"('red_busy', 'left')",0.03026478690615707,0.0,-0.019748836298052637,-0.003977639944992418,0.421539436981568,9
"('red_busy', 'right')",0.0,0.011374327862908857,0.0,0.041075186862904005,0.7319106062168805,3
"('red_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_clear', 'forward')",2.0277337817837693,0.22572548268650797,0.1585809836128641,0.07899667112108365,0.5005714450138278,648
"('red_clear', 'left')",0.6883549988922387,-0.05964066212160108,-0.04071046895329731,0.10831793520961147,0.23880958122366874,251
"('red_clear', 'right')",0.7220371859752492,0.18777992925488837,0.20507894652328923,2.89717412306864,0.7669570670598954,286
