"('Intersection', 'Waypoint')",None,forward,left,right,E(s),Hit(s)
"('green_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'forward')",113.0,0.0,0.0,0.0,1.0,1
"('green_busy', 'left')",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'right')",0.0,127.5,0.0,34.0,1.0,2
"('green_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_clear', 'forward')",127.0,129.0,126.0,126.5,0.9885362281746618,164
"('green_clear', 'left')",125.5,98.0,93.5,88.5,5.95945787356296e-06,554
"('green_clear', 'right')",34.0,131.5,98.0,127.0,0.8550580364349807,494
"('red_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_busy', 'forward')",0.0,0.0,0.0,73.5,1.0,1
"('red_busy', 'left')",98.5,97.5,0.0,125.5,0.365478515625,10
"('red_busy', 'right')",58.5,0.0,66.0,115.0,1.0,6
"('red_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_clear', 'forward')",125.0,125.0,123.0,125.0,0.36928626544563503,220
"('red_clear', 'left')",125.5,97.5,124.5,97.5,8.532927572690283e-05,571
"('red_clear', 'right')",128.0,126.5,125.5,129.5,0.7703737010602482,579
