"('Intersection', 'Waypoint')",None,forward,left,right,E(s),Hit(s)
"('green_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'forward')",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'left')",0.0,0.0,-0.09999408704603777,0.0,0.7624888564648387,1
"('green_busy', 'right')",0.0,0.0,0.0,0.0,1.0,0
"('green_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_clear', 'forward')",0.0015914486161261836,2.0131099354517374,0.0,-0.09451138077982,0.00047096092273902454,344
"('green_clear', 'left')",0.0,-0.095,2.0049235330390407,0.0,0.0008070252475737129,57
"('green_clear', 'right')",0.0017607640108859145,-0.049800000000000004,-0.09482000000000002,2.008747258843722,0.0005724207247686246,64
"('red_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_busy', 'forward')",0.00785022408083807,-0.1,-0.34389999371844515,-0.04905965399025893,0.009552554956162432,17
"('red_busy', 'left')",0.0,0.0,0.0,0.0,0.75,1
"('red_busy', 'right')",0.0,0.0,-0.09816766543881517,0.0,0.7622611131772,1
"('red_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_clear', 'forward')",0.007265655969459307,-0.19,-0.18999965761999998,-0.09431219980000001,0.0004957177571978694,545
"('red_clear', 'left')",0.007643563631979367,-0.19,-0.19,-0.05,0.0005048314516253611,103
"('red_clear', 'right')",0.0,-0.19,-0.34390000000000004,2.005183477445371,0.0005713864786013216,64
