"('Intersection', 'Waypoint')",None,forward,left,right,E(s),Hit(s)
"('green_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'forward')",0.019965938937892565,0.0,0.0,0.0,0.5817811239398049,2
"('green_busy', 'left')",0.0,0.0,-0.8819982187805794,0.0,0.9999261354175764,1
"('green_busy', 'right')",0.0,0.0,0.0,0.0,1.0,0
"('green_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_clear', 'forward')",0.020037813344513707,2.0183785338622404,-0.47981638037793545,-0.4797550961862233,0.0627514147579693,348
"('green_clear', 'left')",0.0,-0.49320342,2.0198236318133826,-0.47952207148049264,0.04070025831878194,75
"('green_clear', 'right')",0.01799658,-0.43203420000000003,-0.4768199529458191,2.000364178353968,0.046121434840108284,85
"('red_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_busy', 'forward')",0.018000346951585876,0.0,-0.999,-0.44983782504498937,0.33216471362005556,7
"('red_busy', 'left')",0.018160193265028202,0.0,-0.9,0.0,0.7725917872423821,2
"('red_busy', 'right')",0.0,0.0,0.0,1.8181801480504591,0.812499993650874,2
"('red_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_clear', 'forward')",0.018365560217432856,-0.9801767130766481,-0.9996379430923028,-0.48160377011792826,0.06473559617449041,465
"('red_clear', 'left')",0.018162774385941306,-0.9981722864125014,-0.9996427085721036,-0.4750212886132993,0.045019758615194215,119
"('red_clear', 'right')",0.02016206127976454,-0.9799801587643006,-0.9798306503675823,2.0020162873003935,0.04659738079171011,73
