"('Intersection', 'Waypoint')",None,forward,left,right,E(s),Hit(s)
"('green_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'forward')",0.0,0.0,-0.009811079059305927,0.0,0.7515329618896884,1
"('green_busy', 'left')",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'right')",0.0,0.0,0.0,0.0,1.0,0
"('green_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_clear', 'forward')",5.942703935034311e-10,1.910857500547891,-0.004992119201921192,-0.01969807400798,0.0006393056235855756,307
"('green_clear', 'left')",0.0,-0.004950899725989718,0.9728098153088927,-0.0049979996020000006,0.006748287364287193,69
"('green_clear', 'right')",2.682358881236672e-05,0.0,-0.009947998072117818,0.8283981683636642,0.007649519699458599,57
"('red_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_busy', 'forward')",0.00018259837551232034,0.0,-0.01,-0.005,0.13401063651340434,7
"('red_busy', 'left')",0.0,-0.009939169823668116,-0.00994057562699233,-0.005,0.425032323221863,3
"('red_busy', 'right')",0.0,0.0,-0.029671262522664568,0.0,0.31946226797685406,4
"('red_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_clear', 'forward')",0.007122817554542516,-0.01,-0.01,-0.014846559799999999,6.526112034497616e-05,478
"('red_clear', 'left')",0.0011047400793909392,-0.019894119202000002,-0.01,-0.005,2.4151944607581055e-05,83
"('red_clear', 'right')",2.0000000000000003e-06,-0.01980938048425509,-0.009973734940684618,0.941725434586309,0.006970788759055752,67
