"('Intersection', 'Waypoint')",None,forward,left,right,E(s),Hit(s)
"('green_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'forward')",0.0,0.20067564725058948,0.0,0.0,0.7995061398988064,1
"('green_busy', 'left')",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'right')",0.0,0.0,0.0,0.0,1.0,0
"('green_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_clear', 'forward')",0.0,2.1805277419584783,-0.048,-0.135428858,0.0054171312587959295,348
"('green_clear', 'left')",0.030524458923167283,-0.093,2.0789447726130725,-0.07192437819448401,0.009741410874152288,63
"('green_clear', 'right')",0.027815955889540528,-0.03576205166502841,-0.15018248667085649,2.1048898319683107,0.010718665125259525,64
"('red_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_busy', 'forward')",0.021269340012770567,-0.1744881026246498,-0.15045844233768169,-0.04959472454286029,0.1058068510477482,9
"('red_busy', 'left')",0.02099523917909325,0.0,0.0,-0.049184822452550236,0.5769627635228883,2
"('red_busy', 'right')",0.0,0.0,0.0,0.0,1.0,0
"('red_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_clear', 'forward')",0.09827357039994773,-0.19,-0.2685208977171329,-0.11440570345010535,0.010792892296408674,470
"('red_clear', 'left')",0.07091930135526497,-0.4088077523974581,-0.1,-0.08810325588657904,0.009422606598033767,120
"('red_clear', 'right')",0.013403180689369163,-0.186562,-0.18438,2.1027147751759094,0.010668875291509308,69
