"('Intersection', 'Waypoint')",None,forward,left,right,E(s),Hit(s)
"('green_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'forward')",0.0,1.9819805284086596,0.0,0.0,0.9999999615176239,2
"('green_busy', 'left')",0.0,0.0,-0.8819820392909522,-0.43181818572584557,1.0,2
"('green_busy', 'right')",0.0,0.0,0.0,1.8181801499706223,1.0,1
"('green_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_clear', 'forward')",0.020166289371868314,2.000363964984283,-0.4799621408265069,-0.48181599303468553,0.2974034505782537,416
"('green_clear', 'left')",0.02001636784229425,-0.4816343776540392,2.0182180707003026,-0.48161602946346127,0.6120435917919461,146
"('green_clear', 'right')",0.020198118674138964,-0.4800141999031652,-0.931637622935649,2.018216254402349,0.3054054828586694,214
"('red_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_busy', 'forward')",0.019821263700706304,-0.9881999513617076,0.0,-0.4318199559793263,0.41818827922436386,10
"('red_busy', 'left')",0.0,-0.9898361734713607,0.0,-0.4318182157156342,0.9999529629317756,3
"('red_busy', 'right')",0.0,-0.9,-0.9819016043053985,2.0019995150753047,0.6103870688181158,10
"('red_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_clear', 'forward')",0.018201812638896177,-0.9997655775148726,-0.9998323592601871,-0.49799998808601054,0.49143582332213437,541
"('red_clear', 'left')",0.020003432341954657,-0.9817803224349634,-0.9980050368774215,-0.47997964060736775,0.3042077848959059,219
"('red_clear', 'right')",0.02020197535861606,-0.9798325595632035,-0.9799635735430544,2.019985997458981,0.2493791671485994,208
