"('Intersection', 'Waypoint')",None,forward,left,right,E(s),Hit(s)
"('green_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'forward')",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'left')",0.10504887234433868,0.0,0.0,0.0,0.7631190469141087,1
"('green_busy', 'right')",0.0,0.0,0.0,0.0,1.0,0
"('green_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_clear', 'forward')",0.18060857757467688,2.1550349706050502,-0.274891531072971,-0.3943341312879624,0.02806477865215638,323
"('green_clear', 'left')",0.055199296875000005,-0.25,2.030836561424474,-0.14568204988575517,0.020325837361969447,72
"('green_clear', 'right')",0.0,-0.2888734890271357,-0.14319545206979675,2.1806852414256,0.029096879660734445,78
"('red_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_busy', 'forward')",0.10869183072813565,-0.6435925733578866,-0.39629349791204727,0.0,0.3020721888927635,5
"('red_busy', 'left')",0.0,-0.6454829829887941,0.0,-0.14607733890410074,0.3071475235716825,5
"('red_busy', 'right')",0.0,0.0,0.0,0.0,1.0,0
"('red_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_clear', 'forward')",0.1614065907273392,-0.9166494172263635,-0.9050440640097924,-0.3642642052465803,0.029922996073399502,504
"('red_clear', 'left')",0.1094873944598915,-0.7965733591219668,-0.75,-0.3,0.024835999204176576,102
"('red_clear', 'right')",0.10572292547494092,-0.39089493614538084,-0.7847200456471548,2.1129488338377556,0.025036133398788796,56
