"('Intersection', 'Waypoint')",None,forward,left,right,E(s),Hit(s)
"('green_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'forward')",0.0,0.244479656426065,-0.0934036366597755,0.0,0.9999561000968546,2
"('green_busy', 'left')",0.07149606943520131,-0.04213659506678935,0.0,0.0,0.9924175315809525,2
"('green_busy', 'right')",0.0,0.024687499636831867,0.0,0.0,0.9609609161204467,1
"('green_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_clear', 'forward')",0.6317263757279387,2.496626405041826,0.23683195605330148,0.031203798986937314,0.6565955644091065,423
"('green_clear', 'left')",0.6184548310695877,-0.10905420278764008,2.4724199546401278,0.2209197014867178,0.7276731261753349,297
"('green_clear', 'right')",0.7507085838731091,0.18529564134686782,0.050800299361374875,2.5351503106598052,0.7265741477924641,333
"('red_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_busy', 'forward')",0.010323509305182069,-0.03196854586622522,0.0,0.011882301781882581,0.8576983421805424,5
"('red_busy', 'left')",0.10758719661077193,-0.03504649269964338,-0.1949854919971691,0.01969402655565952,0.7061550647941716,9
"('red_busy', 'right')",0.07668122230543825,-0.03978961258388406,-0.1652198690083607,0.0,0.8532974422652404,5
"('red_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_clear', 'forward')",0.24628705923284702,-0.6113178357358675,-0.8458797778869985,-0.19955400073403642,0.7665856922835719,560
"('red_clear', 'left')",0.25695896827195824,-0.7003254900569009,-0.7397680561045298,0.0683750768766578,0.8240912741039901,336
"('red_clear', 'right')",0.7784243117483016,-0.22467993472519016,-0.22665618208696958,2.6195929722312177,0.5021662932498911,442
