"('Intersection', 'Waypoint')",None,forward,left,right,E(s),Hit(s)
"('green_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'forward')",0.0,0.0,0.0,-0.005,0.7507812474568785,1
"('green_busy', 'left')",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'right')",0.0,0.0,0.0,0.0,1.0,0
"('green_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_clear', 'forward')",0.00017820000000000002,3.436838162909441,-0.009019033404110626,-0.00482,0.0019134992413816505,353
"('green_clear', 'left')",0.0007190267793393643,-0.005,1.3215324697113975,0.0,0.016410890290337193,55
"('green_clear', 'right')",0.00943620470166019,0.0,-0.005,1.3021516980647763,0.015157742274233159,63
"('red_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_busy', 'forward')",0.08257563791500436,-0.00999786676638511,0.0,0.0,0.038964399447534666,12
"('red_busy', 'left')",0.0,0.0,-0.0199,0.0012115958814000222,0.23917622828319338,5
"('red_busy', 'right')",0.0,-0.01,-0.01,0.08389935800689557,0.14492590243376352,7
"('red_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_clear', 'forward')",1.9062872363407515,-0.01,-0.0448527494605427,-0.005,0.0038481705012042913,584
"('red_clear', 'left')",0.18963025045812784,-0.049006726300000004,-0.0198967762,-0.005,0.002694732155571378,130
"('red_clear', 'right')",0.0,-0.0199,-0.019601928426961682,1.5626316222830456,0.014981439235258421,70
