"('Intersection', 'Waypoint')",None,forward,left,right,E(s),Hit(s)
"('green_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'forward')",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'left')",116.37936911097928,0.0,0.0,0.0,1.0,1
"('green_busy', 'right')",0.0,22.226119461271068,0.0,0.0,1.0,1
"('green_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_clear', 'forward')",183.39149463628613,178.41648007603024,183.48201672308355,181.64409272158196,0.9999999993380831,319
"('green_clear', 'left')",183.4131223331569,183.31793396386095,173.40791076881786,185.29472314156698,0.9747523641201369,343
"('green_clear', 'right')",184.604832952486,183.10339964779124,188.49680028054203,181.19868950373757,0.9478452146092791,522
"('red_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_busy', 'forward')",176.8844302566787,0.0,0.0,0.0,1.0,2
"('red_busy', 'left')",0.0,-0.9,45.682067773341046,129.64621199788087,0.859375,4
"('red_busy', 'right')",161.8583523069838,112.25597099804345,104.73073886151724,107.46987876025402,0.9896061969920993,15
"('red_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_clear', 'forward')",182.76897837200414,181.89261955193507,182.7807409923148,183.3196023812259,0.9916688911554303,399
"('red_clear', 'left')",182.898701008255,169.77884985039537,174.04381572886015,187.4943066758848,0.9971727721773738,323
"('red_clear', 'right')",186.418444466721,183.60701981799522,183.69305498541786,185.9434088232265,0.8981952510005269,584
