"('Intersection', 'Waypoint')",None,forward,left,right,E(s),Hit(s)
"('green_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'forward')",19.4086133135659,0.0,1.0,0.0,0.9552989042417059,2
"('green_busy', 'left')",0.0,0.0,36.580048929614605,0.0,1.0,1
"('green_busy', 'right')",42.37770583260241,15.997791701083493,0.0,0.0,0.9999999999999952,2
"('green_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_clear', 'forward')",108.05923242162609,109.67904087767488,107.82390001834516,107.62202136874339,0.5824329081149291,417
"('green_clear', 'left')",99.84617087454217,101.37768773280402,106.7848953177847,105.07888176463284,0.9702139689051807,209
"('green_clear', 'right')",108.44386831701038,106.5990298875074,107.34359863926414,108.68010017512705,0.71240339086343,481
"('red_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_busy', 'forward')",17.76928883802688,0.0,83.60122826202996,34.44159298695868,0.9880515181694636,6
"('red_busy', 'left')",0.0,42.50059278087584,46.8722696069377,21.86120459557987,1.0,3
"('red_busy', 'right')",44.22240919115974,48.15328841966175,-0.5,0.0,0.8676303941694554,4
"('red_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_clear', 'forward')",104.91933007911115,105.0210672720701,107.89442357644576,101.57614802880806,0.6236064817791651,576
"('red_clear', 'left')",107.00886415834651,102.96978335505432,104.43618141678446,108.34453136574244,0.4307706328793699,235
"('red_clear', 'right')",108.00954602794948,107.30172392127841,107.65346041083882,111.03839824123857,0.6693732340081766,498
