"('Intersection', 'Waypoint')",None,forward,left,right,E(s),Hit(s)
"('green_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'forward')",0.0,0.8426348402697301,0.6246086198941353,0.2778945927909877,0.6149349186697023,3
"('green_busy', 'left')",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'right')",0.0,0.30810029443750486,0.0,0.0,0.7975543411005501,1
"('green_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_clear', 'forward')",5.270818348432454,9.592699539940826,3.4587299834332494,3.0175995714537036,0.09463331793531057,392
"('green_clear', 'left')",0.8470732237989821,2.5671181161334724,9.051370619253456,1.6197348341063897,0.11893328844857344,89
"('green_clear', 'right')",0.5698903375552073,1.7289121456188372,0.4053480620258831,9.217162539270106,0.08748836427050144,162
"('red_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_busy', 'forward')",0.0,1.4475623963695798,0.5502989955797147,0.5376490132329008,0.2122777921427369,13
"('red_busy', 'left')",0.0,0.0,-0.1,0.17446858353442807,0.6013566961626581,2
"('red_busy', 'right')",0.0,0.48215516071196984,0.0,0.7494833799094891,0.5859590429853407,3
"('red_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_clear', 'forward')",7.370133557248502,1.7510115654978262,2.4147648112046687,1.800534363700283,0.07266901909948242,603
"('red_clear', 'left')",6.180512817136094,0.33242370325983117,1.161763486635555,1.0144857995688972,0.08125917071811711,128
"('red_clear', 'right')",6.277791779270051,0.5886568485434791,0.2609103642655153,1.6825670383158435,0.1219960965527637,255
