"('Intersection', 'Waypoint')",None,forward,left,right,E(s),Hit(s)
"('green_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'forward')",0.0,9.795525749808434,0.0,0.0,1.0,1
"('green_busy', 'left')",9.606940858267944,0.0,0.0,0.0,1.0,1
"('green_busy', 'right')",9.89725212638896,0.0,6.921322565499931,0.0,1.0,2
"('green_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_clear', 'forward')",12.139880553332057,10.858422556972375,10.228013796889318,10.641549172020989,0.9381283010124984,356
"('green_clear', 'left')",9.742334222578402,10.044314019435964,12.3783314709166,10.900550517432814,0.9577040229498931,262
"('green_clear', 'right')",10.696429775640025,9.791196158859544,10.610051548787236,11.877609443547627,0.8094530965506019,519
"('red_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_busy', 'forward')",10.578387616061326,10.679278433026866,7.9036213220707285,9.53377890544698,0.9995990694207841,11
"('red_busy', 'left')",0.0,0.0,6.4933182060057995,0.0,1.0,1
"('red_busy', 'right')",10.469194562874199,9.151324954315522,9.451346762874199,13.28893542766646,0.9944986069824152,9
"('red_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_clear', 'forward')",11.937869404199036,9.927219136286787,9.397073767141345,10.47925611120344,0.8990392805636469,450
"('red_clear', 'left')",9.329342165942927,7.699461534902185,8.221872001668602,10.840331568385253,0.9265957038056787,406
"('red_clear', 'right')",11.365038217105575,9.83992532896103,10.506549362369611,12.764821057675894,0.807276465079088,595
