"('Intersection', 'Waypoint')",None,forward,left,right,E(s),Hit(s)
"('green_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'forward')",0.0,0.0,-0.7349087868849848,-0.23998604414714186,0.6001933745905372,3
"('green_busy', 'left')",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'right')",0.0,0.0,0.0,0.0,1.0,0
"('green_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_clear', 'forward')",0.010072073456826338,2.0138368067984476,-0.2412375,-0.25,0.005422936782339354,360
"('green_clear', 'left')",0.016291569609265623,-0.23990000263805938,2.005124261875623,-0.37010207290065267,0.003534973236255772,71
"('green_clear', 'right')",0.01,-0.46311875,-0.249936630009804,2.012409210915075,0.00596328045611743,66
"('red_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_busy', 'forward')",0.015020761970960778,-0.499949914147019,0.0,-0.23998607711987566,0.42784627370209893,4
"('red_busy', 'left')",0.0,0.0,-0.489943605093593,0.0,0.8635429179018174,1
"('red_busy', 'right')",0.0,-0.49026246875,-0.75,1.0100997053658578,0.6762423054765335,4
"('red_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_clear', 'forward')",0.010875830274389415,-0.4925,-0.8674999999999999,-0.47436616531559583,0.005738926441800725,597
"('red_clear', 'left')",0.012749698957006478,-0.7399854593618335,-0.5,-0.4727731324780443,0.0057275961894024535,123
"('red_clear', 'right')",0.0087625,-0.86625,-0.9195892594719477,2.007172835162928,0.0063894163692839005,82
