"('Intersection', 'Waypoint')",None,forward,left,right,E(s),Hit(s)
"('green_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'forward')",0.0,0.9474357508896415,0.0,0.0,0.9346549894831557,1
"('green_busy', 'left')",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'right')",0.0,0.0,0.0,0.0,1.0,0
"('green_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_clear', 'forward')",5.7462195582606235,9.274227164547291,4.355528941268152,1.8578432400337603,0.10095730864557263,359
"('green_clear', 'left')",4.014520907455426,1.7301905966391449,9.390251800436983,1.7475796719310144,0.1292473883704399,99
"('green_clear', 'right')",0.8917193874815298,1.23944763189313,-0.01739479977549055,9.69906131663692,0.09951010700439489,93
"('red_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_busy', 'forward')",1.0978027789453133,-0.023862581759910587,0.5045990499096219,0.25571113222780784,0.4229190613497513,7
"('red_busy', 'left')",0.0,-0.1,0.0,0.1570937795558292,0.620141282159654,2
"('red_busy', 'right')",0.0,0.0,0.0,0.0,1.0,0
"('red_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_clear', 'forward')",7.6126590487834624,2.4081345433875607,3.3702834797423566,4.104882779799476,0.08843964363606846,561
"('red_clear', 'left')",6.547229900721619,0.6893172471603263,2.5275107243786334,2.020551828816301,0.246936715522239,139
"('red_clear', 'right')",0.6580940309093039,0.5935802618561096,0.22768844894324325,9.352571392164558,0.09960222800737543,81
