"('Intersection', 'Waypoint')",None,forward,left,right,E(s),Hit(s)
"('green_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'forward')",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'left')",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'right')",0.0,0.0,0.7078528920508335,0.0,0.6423039169527377,2
"('green_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_clear', 'forward')",2.546599536152673,5.785627187723333,2.110395325552275,-0.11604105388261594,0.09143065340865594,265
"('green_clear', 'left')",0.018810656742637568,-0.08534430731928859,0.0,0.0,9.090806074250486e-05,726
"('green_clear', 'right')",0.559615497854437,0.0030572532286422816,0.4234348176525619,6.806657003369898,0.04030720999582761,77
"('red_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_busy', 'forward')",0.0,0.0,-0.1,0.15162975495235653,0.35805392097728783,4
"('red_busy', 'left')",0.12475483263643589,0.0,-0.1727029382782861,1.8061604673891847,0.13682537192988342,12
"('red_busy', 'right')",0.0,0.0,0.0,0.0,1.0,0
"('red_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_clear', 'forward')",4.490486514301088,1.356564283852339,1.1951701748711518,-0.1289537944205607,0.03467505711669075,446
"('red_clear', 'left')",0.17950019977870862,-0.19,0.0,-0.031999999999999994,0.020113742648572037,735
"('red_clear', 'right')",0.12268946574513893,0.9022372477442926,0.5186788665078735,6.1093335828405175,0.0769467316561307,68
