"('Intersection', 'Waypoint')",None,forward,left,right,E(s),Hit(s)
"('green_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'forward')",0.021367532578291534,0.0,-0.07910704659858067,0.0,0.5725832604448329,2
"('green_busy', 'left')",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'right')",0.0,0.0,0.0,0.0,1.0,0
"('green_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_clear', 'forward')",0.003800000000000001,2.1375183216058575,-0.10510492731509502,0.0,0.00496191422270278,373
"('green_clear', 'left')",0.01948051143950498,-0.04985534688702586,2.1099383798945537,-0.046182,0.005462281017349993,65
"('green_clear', 'right')",0.0018000000000000004,-0.04798,-0.0445438,2.1373114196816063,0.005235037496963309,62
"('red_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_busy', 'forward')",0.021714588890939884,0.0,0.0,0.0,0.7527142169608114,1
"('red_busy', 'left')",0.0,0.0,0.0,0.0,1.0,0
"('red_busy', 'right')",0.0,0.0,0.0,0.0,1.0,0
"('red_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_clear', 'forward')",0.09026846554101868,-0.18998000000000004,-0.4080815282376273,-0.095,0.005322114864907728,539
"('red_clear', 'left')",0.06515640232758219,-0.19,-0.1,-0.048,0.004580621033250646,112
"('red_clear', 'right')",0.011859540000000002,-0.18305104,-0.1,2.129340084869003,0.0052295079697864824,67
