"('Intersection', 'Waypoint')",None,forward,left,right,E(s),Hit(s)
"('green_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'forward')",0.0,0.0,-0.9799979997999798,0.0,0.8635539097287723,1
"('green_busy', 'left')",0.0,0.0,0.0,-0.4797999797979998,0.808850320899486,1
"('green_busy', 'right')",0.0,0.0,0.0,0.0,1.0,0
"('green_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_clear', 'forward')",0.0200020002000202,2.02000200020002,-0.4797979997979998,-0.48,0.013141869309210703,332
"('green_clear', 'left')",0.02,-0.48,2.020200020002,0.0,0.006869136804366949,74
"('green_clear', 'right')",0.02,-0.479797979798,-0.5,2.020200020002,0.004721002754397945,61
"('red_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_busy', 'forward')",2.0002020002000196e-06,-0.97999799979998,-1.0,0.0,0.15149600907873453,8
"('red_busy', 'left')",0.000200020002020202,-0.97979797979798,0.0,0.0,0.38028791327837086,4
"('red_busy', 'right')",0.0,-1.0,0.0,0.0,0.8655292893150024,1
"('red_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_clear', 'forward')",0.0200020002020202,-0.97999799979998,-0.9997999799979997,-0.5,0.00697203882112114,513
"('red_clear', 'left')",0.020200020200020003,-0.98,-1.0,-0.4799979997999798,0.005421469103395558,121
"('red_clear', 'right')",0.02,0.0,0.0,2.0200020200020004,0.003295073409385013,41
