"('Intersection', 'Waypoint')",None,forward,left,right,E(s),Hit(s)
"('green_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'forward')",0.0,0.0,0.0,0.00045231165010085726,0.7501130779048139,1
"('green_busy', 'left')",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'right')",0.0,0.0,0.0,0.02624265106367716,0.7565591571220747,1
"('green_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_clear', 'forward')",0.08312699384301692,3.8987474542449276,-0.005,-0.011901016948843317,0.009103245718210843,350
"('green_clear', 'left')",0.007363923460180178,7.740529060001541e-05,1.4470024767514034,0.0010873244118196727,0.03248701701867038,66
"('green_clear', 'right')",0.0,-0.00995,-0.00995,1.685242854460931,0.04060925396764266,64
"('red_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_busy', 'forward')",0.0,0.0,-0.008433019134720296,0.0,0.7521082048083516,1
"('red_busy', 'left')",0.0,0.0,0.0,0.0,1.0,0
"('red_busy', 'right')",0.0,0.0,0.0,0.0,1.0,0
"('red_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_clear', 'forward')",2.3854133155896053,-0.007613399236098524,-0.01923168325004968,0.002176870222865661,0.006896105692188964,481
"('red_clear', 'left')",0.21520732760753772,-0.01,-0.01,-0.005,0.005847482816646304,97
"('red_clear', 'right')",0.011429439708659821,-0.01,-0.0199,1.6962388850394001,0.03448295773856534,68
