"('Intersection', 'Waypoint')",None,forward,left,right,E(s),Hit(s)
"('green_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'forward')",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'left')",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'right')",0.0,0.0,0.0,0.0,1.0,0
"('green_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_clear', 'forward')",0.2022202220000202,2.0202020202202022,-0.29797977977797774,-0.29797977979797974,0.09231884454850336,343
"('green_clear', 'left')",0.20222022202020204,-0.2779777977797979,2.0202020220202224,-0.29777777997779775,0.0992070107508061,80
"('green_clear', 'right')",0.2202,-0.3,-0.27797979979779797,2.2220202222000203,0.1043818931441479,103
"('red_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_busy', 'forward')",0.20202000020020222,-0.9779797979799798,-0.9779797999979798,0.0,0.14307663473020693,10
"('red_busy', 'left')",0.02202020202222002,0.0,-0.777979797979798,-0.3,0.4747995942187483,4
"('red_busy', 'right')",0.0,0.0,0.0,2.2020222222222223,0.9939599636853509,1
"('red_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_clear', 'forward')",0.20202000020020222,-0.9997979777779998,-0.9997979999799798,-0.477797999979798,0.11833626493563021,478
"('red_clear', 'left')",0.20202020220202224,-0.977779777979798,-0.997778,-0.2977777777799778,0.07174407381422587,122
"('red_clear', 'right')",0.20202200202,-1.0,-0.998,2.2022020200202204,0.08235358254267525,84
