"('Intersection', 'Waypoint')",None,forward,left,right,E(s),Hit(s)
"('green_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'forward')",0.19669745139237124,0.0,-0.8081686178932711,0.0,0.8315267984899929,3
"('green_busy', 'left')",0.0,0.0,-0.7021522533369466,0.0,0.9995541650677743,1
"('green_busy', 'right')",0.0,0.0,0.0,0.0,1.0,0
"('green_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_clear', 'forward')",0.22148960710364593,2.035335135773066,-0.27978106463085245,-0.29799405614301855,0.2998159923439832,387
"('green_clear', 'left')",0.2032960993622706,-0.27990980870573334,2.1982063147143687,-0.2798168862602668,0.2506756895698157,155
"('green_clear', 'right')",0.2185879414931599,-0.4619075457460103,-0.47948538182032086,2.1986197690666174,0.5365669433138461,168
"('red_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_busy', 'forward')",0.034233193876200246,-0.9647668973175543,-0.8050267000315626,-0.2501987052484653,0.6186938559094285,9
"('red_busy', 'left')",0.18514897810006833,0.0,-0.99,-0.31272107769283974,0.6613151117247769,8
"('red_busy', 'right')",0.19953747421896575,0.0,0.0,2.181829430894739,0.8886068524253568,3
"('red_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_clear', 'forward')",0.0066523649757939,-0.9799469658867571,-0.7970196639815363,-0.4800103520132108,0.2784988378408692,586
"('red_clear', 'left')",0.1851004576342249,-0.7983617148980284,-0.9828983512493639,-0.2943568454017755,0.4454176638975249,179
"('red_clear', 'right')",0.22147044248153305,-0.7788330787518958,-0.7814414181685776,2.217083046877397,0.14683854661544302,194
