"('Intersection', 'Waypoint')",None,forward,left,right,E(s),Hit(s)
"('green_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'forward')",0.0,0.0,0.0,-0.24995301356689908,0.9620544370888737,1
"('green_busy', 'left')",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'right')",0.0,0.0,-0.4899592798433888,0.0,0.9963027352282762,1
"('green_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_clear', 'forward')",0.008248521877967435,2.004481033658678,-0.23990264630386426,-0.4820958890713211,0.02668033546230592,313
"('green_clear', 'left')",0.015639428365634495,-0.47530005693164923,2.009884633438988,-0.4748614751907876,0.026653074983524667,84
"('green_clear', 'right')",0.0094,-0.470644374375,-0.4375,2.0160863420920676,0.025705777360415037,85
"('red_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_busy', 'forward')",0.0,0.0,0.0,-0.23997521269566416,0.9584041999971863,1
"('red_busy', 'left')",0.0,0.0,-0.48992486066800817,-0.2399026535925073,0.9650838625599378,2
"('red_busy', 'right')",0.0,0.0,0.0,0.0,1.0,0
"('red_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_clear', 'forward')",0.01570733052690519,-0.9324589798941969,-0.7399227170569843,-0.49172266907600287,0.025713870163261265,531
"('red_clear', 'left')",0.01432565515914282,-0.9668489671984326,-0.745,-0.2424625,0.03062079415070698,133
"('red_clear', 'right')",0.017313008177244682,-0.8580855483780692,-0.745,2.0169433005285105,0.026014778739144796,87
