"('Intersection', 'Waypoint')",None,forward,left,right,E(s),Hit(s)
"('green_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'forward')",0.0,1.1015570236686416,-0.3949972170489573,0.0,0.7571207879098142,2
"('green_busy', 'left')",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'right')",0.0,0.0,0.0,0.0,1.0,0
"('green_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_clear', 'forward')",0.20942269697733196,2.148815363904154,-0.278798471519658,-0.2808181840155748,0.03413323960116012,346
"('green_clear', 'left')",0.0,-0.3064260015911803,2.120472142688983,-0.2942091891568447,0.030625441672680772,81
"('green_clear', 'right')",0.0,-0.3725,-0.3375,2.108940742815623,0.03200446567077491,72
"('red_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_busy', 'forward')",0.0,0.0,-0.4967932920640439,-0.24488925692611185,0.6568844444350818,2
"('red_busy', 'left')",0.0,0.0,0.0,0.0,1.0,0
"('red_busy', 'right')",0.0,0.0,0.0,0.0,1.0,0
"('red_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_clear', 'forward')",0.12463219143528557,-0.9780880646967107,-0.9650147143530794,-0.31470461301107916,0.03468705274811243,514
"('red_clear', 'left')",0.12070806365496778,-0.7475782488815186,-0.6474241985367909,-0.24539186872919577,0.03489289426230778,133
"('red_clear', 'right')",0.11045105393049007,-0.6074920795536228,0.0,2.2074494078518767,0.010046876624874974,75
