"('Intersection', 'Waypoint')",None,forward,left,right,E(s),Hit(s)
"('green_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'forward')",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'left')",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'right')",0.0,0.0,0.0,45.77131374893356,1.0,1
"('green_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_clear', 'forward')",161.44188713828606,163.33179096940978,161.6861419450137,163.4099426016254,0.9789235300001506,314
"('green_clear', 'left')",158.67997387355123,153.31886363205206,161.8813068461692,161.17511649636793,0.9645977763572626,283
"('green_clear', 'right')",164.76131876192284,162.50731589627867,162.65385009230707,160.5230731397185,0.7912331488960949,522
"('red_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_busy', 'forward')",0.0,134.87800053313626,0.0,128.08987117687943,0.9999652952755039,3
"('red_busy', 'left')",0.0,-0.9,0.0,137.60686038212648,0.9999652952755039,3
"('red_busy', 'right')",101.70762584170465,53.056007374409205,90.63686325753419,64.25488652110369,0.609375,10
"('red_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_clear', 'forward')",163.12108574441763,160.07058198345965,161.3671648233402,161.5384938159069,0.9210813231257675,336
"('red_clear', 'left')",162.51842923495764,161.3229084708139,160.23232979059395,164.08627960434094,0.7083466434118829,309
"('red_clear', 'right')",163.52255470076258,163.67749679390982,162.72808257284157,163.81808085427684,0.9585828235248541,637
