"('Intersection', 'Waypoint')",None,forward,left,right,E(s),Hit(s)
"('green_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'forward')",0.02000200020202,0.0,0.0,0.0,0.7549998332905009,1
"('green_busy', 'left')",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'right')",0.0,0.0,0.0,0.0,1.0,0
"('green_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_clear', 'forward')",0.0200020002020202,2.00020002020202,-0.5,-0.5,0.010938741615048887,371
"('green_clear', 'left')",0.02,-0.48,2.0200020002000203,0.0,0.008447235981207534,64
"('green_clear', 'right')",0.0,-0.4798,-0.47979797979998,2.00020002000202,0.01168052093550023,71
"('red_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_busy', 'forward')",0.0200020002020202,-1.0,-0.99979997999798,-0.47999799979998,0.17606079911918607,10
"('red_busy', 'left')",0.0,0.0,0.0,-0.4997979797999798,0.8654895660250158,1
"('red_busy', 'right')",0.0,0.0,0.0,0.0,0.75,1
"('red_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_clear', 'forward')",2.0002020002000205e-06,-0.99999799979998,-0.9799979997979998,-0.47999799979998,0.014422542047804767,582
"('red_clear', 'left')",0.020002000202000204,-0.99979997999798,-0.979997999798,-0.4797999798,0.01207522574908768,92
"('red_clear', 'right')",0.0,-0.9797979797979998,-0.98,2.00020002000202,0.00720337854331987,61
