"('Intersection', 'Waypoint')",None,forward,left,right,E(s),Hit(s)
"('green_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'forward')",0.00018641112356597499,0.0,0.0,0.0,0.7502330138369823,1
"('green_busy', 'left')",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'right')",0.0,0.0,0.0,0.0,1.0,0
"('green_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_clear', 'forward')",0.00014939212453036617,1.9526247803429908,-0.03846028280362959,-0.02446686497891056,0.0030009940235381795,371
"('green_clear', 'left')",1.912985603652768e-05,-0.01463746377104953,0.9525740029515328,-0.005,0.049153782854010744,70
"('green_clear', 'right')",5.3058757734309345e-05,-0.024373817184691268,-0.009785106689163638,0.8401629071569539,0.05367325439012664,64
"('red_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_busy', 'forward')",0.0,-0.00999946537534358,0.0,-0.004923192227933687,0.5780194429366515,2
"('red_busy', 'left')",0.0,-0.00999999469076999,0.0,0.0,0.7624895871194962,1
"('red_busy', 'right')",0.0,0.0,-0.009939171979637548,0.0,0.7624137473351184,1
"('red_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_clear', 'forward')",0.007015640410660375,-0.01,-0.0199,-0.004998000000000001,0.00046187091577732704,590
"('red_clear', 'left')",0.0012856110715946446,-0.009982697127373284,0.0,-0.005,0.0001927134537816755,102
"('red_clear', 'right')",0.0,-0.01,-0.019820835465619704,0.9407679880227007,0.05553512472504858,68
