"('Intersection', 'Waypoint')",None,forward,left,right,E(s),Hit(s)
"('green_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'forward')",0.0,0.0,40.0,0.0,1.0,1
"('green_busy', 'left')",0.0,134.0,0.0,0.0,1.0,1
"('green_busy', 'right')",0.0,0.0,85.0,0.0,0.9932551712642157,2
"('green_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_clear', 'forward')",226.5,227.0,223.5,180.5,0.5818653045485618,264
"('green_clear', 'left')",226.0,226.0,225.0,226.0,0.37083581706613805,265
"('green_clear', 'right')",225.5,226.0,225.5,223.0,0.5052273465809687,799
"('red_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_busy', 'forward')",0.0,0.0,0.0,58.0,0.999999943732419,2
"('red_busy', 'left')",0.0,-1.0,0.0,222.5,0.8641686064297666,5
"('red_busy', 'right')",189.5,199.0,83.5,125.5,0.9477649536696613,16
"('red_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_clear', 'forward')",219.0,194.0,207.0,228.0,0.6380787590057954,300
"('red_clear', 'left')",227.0,218.5,226.0,225.0,0.31529909331628314,312
"('red_clear', 'right')",226.0,223.5,222.0,221.0,0.15489937946366433,815
