"('Intersection', 'Waypoint')",None,forward,left,right,E(s),Hit(s)
"('green_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'forward')",0.0,0.3999312535100529,0.0,-0.04716662443449496,0.46845293670027643,3
"('green_busy', 'left')",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'right')",0.0,0.0,0.0,0.0,1.0,0
"('green_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_clear', 'forward')",0.08830722286389382,2.5649300355713693,-0.0190552500578773,-0.08788788146033429,0.015699359231892945,316
"('green_clear', 'left')",0.0,-0.1355,2.3375570609148344,-0.042833440943154555,0.015227829730904141,69
"('green_clear', 'right')",0.0,-0.0640889738,-0.05,2.581230882719038,0.013573537622973687,68
"('red_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_busy', 'forward')",0.07513543207298173,-0.1,-0.1175667234491164,-0.043315227439346404,0.2012747111799964,6
"('red_busy', 'left')",0.0,0.0,0.0,0.0,1.0,0
"('red_busy', 'right')",0.0,0.0,0.0,0.0,1.0,0
"('red_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_clear', 'forward')",0.46458556666444206,-0.3176261117318939,-0.2145999742401991,-0.10021726947043162,0.01672443040766298,480
"('red_clear', 'left')",0.27018021600479236,-0.18211426569782974,-0.1,-0.05,0.014468293075070814,129
"('red_clear', 'right')",0.0,-0.031817949187019134,-0.32764000000000004,2.6421768535305192,0.00918674353808236,67
