"('Intersection', 'Waypoint')",None,forward,left,right,E(s),Hit(s)
"('green_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'forward')",0.5419602768636,0.0,0.0,0.0,0.9977953115576531,1
"('green_busy', 'left')",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'right')",0.7480993167935102,0.0,-0.31703498578766803,0.0,0.9846069789506424,2
"('green_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_clear', 'forward')",0.2934053149402124,2.856891605645775,0.31165820638612096,0.34809714489781385,0.25754087470058595,447
"('green_clear', 'left')",0.15553650732337032,0.3008240172435479,2.8564377682024658,0.13390001337646296,0.3549880270463942,184
"('green_clear', 'right')",0.8394374934144023,0.3376283447883079,0.2918352049667484,2.6537471888460256,0.6079883027189401,422
"('red_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_busy', 'forward')",0.5817813155513439,-0.9,-0.9,-0.3551736824775019,0.9906050811256658,4
"('red_busy', 'left')",0.0,-0.2116157377534269,-0.8594241420566661,0.28360847423659785,0.9439986392209893,3
"('red_busy', 'right')",0.0,-0.2216042291550106,-0.39081286841546453,2.595304948124574,0.840221634016946,9
"('red_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_clear', 'forward')",0.7995164963080709,-0.9905072636393362,-0.7085162752714506,-0.4063547071722636,0.7757659997168832,515
"('red_clear', 'left')",0.04954697563295585,-0.9511858532847204,-0.16961950907207746,0.31871745784516553,0.22246952066989575,244
"('red_clear', 'right')",0.647215430183054,-0.21770820045846365,-0.2208089074126083,2.830830235721207,0.5003554868403031,434
