"('Intersection', 'Waypoint')",None,forward,left,right,E(s),Hit(s)
"('green_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'forward')",68.0,153.5,0.0,0.0,1.0,2
"('green_busy', 'left')",0.0,0.0,0.0,0.0,1.0,0
"('green_busy', 'right')",0.0,169.5,0.0,0.0,1.0,1
"('green_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('green_clear', 'forward')",271.0,269.5,277.5,271.0,0.8479840155652195,306
"('green_clear', 'left')",273.0,274.0,273.0,272.0,0.9608928578593238,276
"('green_clear', 'right')",273.0,278.0,272.5,275.0,0.8381066222748229,592
"('red_busy', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_busy', 'forward')",94.0,93.0,129.5,256.5,0.828441483417199,13
"('red_busy', 'left')",201.5,200.5,42.0,243.5,1.0,5
"('red_busy', 'right')",76.5,0.0,242.0,274.5,0.9999999999999983,7
"('red_clear', None)",0.0,0.0,0.0,0.0,1.0,0
"('red_clear', 'forward')",272.5,266.5,266.5,272.5,0.4873321482607056,350
"('red_clear', 'left')",274.5,270.0,273.5,274.0,0.6451676568926201,374
"('red_clear', 'right')",281.0,277.5,277.0,281.5,0.7746889892311465,620
