deadline,distance,steps,rewards,penalties
25,5,18,9.5,-8.5
30,6,30,11.0,-5.0
45,9,20,27.0,-1.0
40,8,19,25.0,-1.0
30,6,13,22.0,0
20,4,9,18.0,0
20,4,4,18.0,0
25,5,9,21.5,-0.5
30,6,9,22.0,0
40,8,18,23.0,-3.0
25,5,16,18.0,-2.0
25,5,6,17.5,-0.5
25,5,12,24.0,0
20,4,17,25.0,-1.0
35,7,9,20.0,0
25,5,12,20.0,0
25,5,16,20.0,0
55,11,25,31.0,-1.0
20,4,7,22.0,0
45,9,25,26.0,-2.0
25,5,8,17.5,-0.5
20,4,7,19.5,-0.5
35,7,19,25.5,-0.5
25,5,11,20.0,0
30,6,18,20.0,-2.0
30,6,13,22.0,0
25,5,17,20.0,0
45,9,17,23.0,-1.0
25,5,9,20.0,0
20,4,9,18.0,0
30,6,8,22.0,0
20,4,5,18.0,0
30,6,10,22.0,0
25,5,6,19.0,-1.0
25,5,13,20.0,0
35,7,21,24.0,0
30,6,15,22.0,0
40,8,31,30.5,-1.5
40,8,22,21.5,-2.5
25,5,15,23.0,-1.0
30,6,10,20.0,-2.0
25,5,17,20.0,0
20,4,4,18.0,0
30,6,16,22.5,-1.5
35,7,13,25.5,-0.5
25,5,10,20.0,0
30,6,13,22.0,0
35,7,21,27.0,-1.0
20,4,9,21.0,-1.0
25,5,21,21.5,-0.5
25,5,11,19.0,-1.0
25,5,13,20.0,0
25,5,14,28.0,0
20,4,8,18.0,0
20,4,9,18.0,0
35,7,10,24.0,0
45,9,18,28.0,0
20,4,5,18.0,0
35,7,21,24.5,-1.5
50,10,25,31.5,-0.5
25,5,16,20.0,0
50,10,21,30.0,0
50,10,17,30.0,0
40,8,28,35.5,-0.5
20,4,18,25.0,-1.0
30,6,13,22.0,0
30,6,5,14.5,-1.5
25,5,16,19.0,-1.0
35,7,13,25.5,-0.5
20,4,13,18.0,0
20,4,6,18.0,0
30,6,9,22.0,0
25,5,14,18.0,-2.0
25,5,9,20.0,0
20,4,9,18.0,0
30,6,8,22.0,0
25,5,13,21.5,-0.5
35,7,17,24.5,-1.5
30,6,10,19.5,-0.5
25,5,13,19.0,-1.0
25,5,9,20.0,0
25,5,9,20.0,0
25,5,11,19.0,-1.0
30,6,16,22.0,0
30,6,17,21.0,-1.0
40,8,15,31.5,-0.5
25,5,5,20.0,0
30,6,2,14.0,0
30,6,16,21.0,-1.0
20,4,4,18.0,0
25,5,8,19.0,-1.0
20,4,9,18.0,0
20,4,8,21.0,-1.0
30,6,12,22.0,0
20,4,11,18.0,0
30,6,9,22.0,0
20,4,8,23.5,-0.5
20,4,8,18.0,0
50,10,27,30.0,0
20,4,4,18.0,0
