deadline,distance,steps,rewards,penalties
20,4,14,17.5,-2.5
30,6,30,7.0,-9.0
25,5,7,20.0,0
20,4,11,22.5,-1.5
50,10,50,21.5,-8.5
20,4,11,18.0,0
20,4,4,18.0,0
20,4,10,19.5,-0.5
30,6,30,21.5,-4.5
25,5,20,27.5,-2.5
30,6,21,31.5,-4.5
20,4,20,15.5,-4.5
30,6,25,31.5,-4.5
30,6,30,20.5,-5.5
50,10,26,18.0,-8.0
25,5,10,20.0,0
25,5,14,17.0,-3.0
35,7,18,29.5,-0.5
25,5,12,18.5,-3.5
20,4,5,14.5,-1.5
25,5,25,21.0,-3.0
35,7,26,34.5,-3.5
35,7,35,30.5,-7.5
25,5,25,19.5,-2.5
35,7,35,15.5,-4.5
20,4,11,17.0,-1.0
30,6,14,25.5,-2.5
20,4,20,11.0,-5.0
30,6,18,25.5,-2.5
35,7,17,24.5,-1.5
30,6,30,21.5,-6.5
20,4,20,10.5,-3.5
35,7,18,21.0,-3.0
20,4,10,19.0,-3.0
20,4,20,17.5,-4.5
30,6,30,16.5,-5.5
30,6,30,18.5,-3.5
50,10,13,21.0,-1.0
35,7,33,40.0,-4.0
30,6,25,28.5,-3.5
25,5,25,17.5,-2.5
35,7,35,24.5,-5.5
30,6,30,12.0,-6.0
30,6,30,12.5,-5.5
20,4,20,10.0,-4.0
20,4,2,9.0,-0.5
45,9,45,8.5,-3.5
20,4,20,2.0,-2.0
20,4,20,0.0,0
25,5,25,5.0,-3.0
20,4,8,17.0,-1.0
20,4,20,4.0,0
20,4,11,21.0,-1.0
20,4,20,-0.5,-0.5
20,4,20,3.0,-1.0
20,4,5,17.0,-1.0
30,6,30,1.5,-2.5
55,11,55,14.0,-2.0
20,4,20,2.5,-1.5
20,4,20,0.0,0
30,6,30,1.5,-0.5
20,4,20,10.0,-2.0
25,5,25,0.0,0
25,5,7,20.0,0
35,7,35,3.5,-0.5
45,9,45,0.0,0
25,5,25,12.5,-1.5
30,6,30,-0.5,-0.5
20,4,20,22.5,-3.5
35,7,35,7.5,-2.5
20,4,6,17.0,-1.0
25,5,25,0.0,0
30,6,30,3.5,-0.5
25,5,15,30.0,-2.0
25,5,25,0.0,0
20,4,20,0.0,0
20,4,20,0.0,0
25,5,25,3.5,-0.5
30,6,30,3.5,-0.5
40,8,40,0.0,0
35,7,35,6.0,-2.0
25,5,25,7.5,-0.5
30,6,25,23.5,-4.5
35,7,35,8.0,0
20,4,20,9.0,-3.0
20,4,20,0.0,0
20,4,20,0.0,0
20,4,9,23.5,-0.5
40,8,40,3.5,-0.5
30,6,30,6.5,-1.5
30,6,13,26.0,0
35,7,35,0.0,0
25,5,9,21.5,-0.5
45,9,45,10.0,-2.0
20,4,7,17.0,-1.0
30,6,30,0.0,0
30,6,13,21.0,-1.0
25,5,25,4.0,0
30,6,30,0.0,0
30,6,30,3.0,-1.0
