deadline,distance,steps,rewards,penalties
30,6,30,0.0,-12.0
20,4,16,17.0,-5.0
35,7,14,12.5,-5.5
20,4,7,17.0,-1.0
30,6,30,10.0,-8.0
20,4,9,21.0,-1.0
50,10,25,31.0,-3.0
35,7,16,27.0,-1.0
30,6,25,20.0,-6.0
35,7,13,22.0,-2.0
25,5,7,19.0,-1.0
25,5,13,25.5,-0.5
40,8,32,29.5,-2.5
30,6,30,20.0,-2.0
35,7,14,20.5,-1.5
25,5,6,19.0,-1.0
20,4,20,3.0,-5.0
20,4,12,17.0,-1.0
45,9,41,46.0,-6.0
25,5,21,24.5,-1.5
25,5,15,27.0,-1.0
25,5,16,31.0,-1.0
45,9,22,22.0,-2.0
20,4,6,17.0,-1.0
45,9,23,25.5,-0.5
40,8,14,18.5,-1.5
20,4,13,18.5,-1.5
30,6,13,26.0,0
45,9,26,25.5,-4.5
35,7,16,25.0,-3.0
20,4,5,15.5,-0.5
25,5,17,25.5,-0.5
35,7,35,24.0,-6.0
30,6,30,25.5,-2.5
25,5,25,17.5,-4.5
20,4,6,17.0,-1.0
35,7,25,22.5,-3.5
30,6,2,14.0,0
40,8,16,31.5,-0.5
20,4,15,25.0,-1.0
25,5,25,19.0,-3.0
25,5,19,25.5,-0.5
30,6,9,18.5,-1.5
55,11,23,39.0,-1.0
40,8,16,26.5,-1.5
20,4,10,18.0,0
45,9,19,29.0,-3.0
20,4,7,16.0,-2.0
30,6,21,27.5,-0.5
30,6,12,18.5,-1.5
20,4,4,18.0,0
25,5,10,25.5,-0.5
20,4,16,23.5,-0.5
35,7,13,24.5,-1.5
20,4,5,18.0,0
35,7,16,23.0,-1.0
30,6,8,22.0,0
45,9,23,24.5,-1.5
20,4,4,18.0,0
30,6,26,37.0,-1.0
20,4,14,33.0,-1.0
40,8,19,26.5,-1.5
25,5,18,25.5,-0.5
45,9,14,25.5,-0.5
20,4,16,20.0,-2.0
45,9,21,26.0,-2.0
20,4,9,19.5,-0.5
20,4,10,17.0,-1.0
25,5,8,20.0,0
20,4,15,23.0,-3.0
35,7,30,30.5,-3.5
20,4,11,18.5,-1.5
20,4,11,16.0,-2.0
30,6,7,21.0,-1.0
35,7,18,24.0,0
50,10,24,33.5,-2.5
20,4,8,18.0,0
30,6,12,16.0,-6.0
25,5,16,21.0,-3.0
40,8,29,23.0,-3.0
25,5,17,31.0,-1.0
40,8,13,14.5,-1.5
20,4,20,15.5,-0.5
25,5,16,20.0,0
35,7,32,33.0,-3.0
40,8,15,30.5,-1.5
30,6,21,23.0,-3.0
20,4,11,16.0,-2.0
20,4,17,19.0,-3.0
20,4,11,18.0,0
50,10,16,20.5,-3.5
35,7,13,25.5,-0.5
20,4,7,18.0,0
25,5,9,20.0,0
25,5,7,20.0,0
30,6,9,22.0,0
30,6,21,25.5,-2.5
25,5,12,20.0,0
20,4,6,22.0,0
30,6,30,11.0,-3.0
