deadline,distance,steps,rewards,penalties
25,5,25,12.5,-7.5
30,6,13,16.5,-3.5
35,7,23,26.5,-3.5
35,7,24,28.0,-4.0
20,4,15,16.5,-3.5
35,7,21,22.0,-2.0
20,4,17,21.5,-2.5
20,4,11,18.0,0
20,4,20,4.5,-5.5
35,7,25,27.5,-2.5
40,8,22,23.5,-4.5
25,5,25,8.5,-7.5
55,11,53,37.5,-8.0
25,5,10,18.0,-2.0
35,7,35,23.0,-7.0
40,8,12,17.5,-2.5
30,6,30,16.5,-7.5
40,8,14,20.5,-3.5
20,4,20,19.0,-5.0
20,4,18,22.5,-5.5
20,4,9,18.5,-1.5
25,5,15,30.0,-2.0
30,6,10,22.5,-1.5
25,5,5,20.0,0
30,6,30,24.0,-8.0
25,5,11,23.5,-2.5
25,5,10,25.5,-0.5
20,4,5,17.0,-1.0
40,8,21,25.0,-5.0
40,8,40,36.5,-7.5
55,11,17,24.0,-4.0
20,4,11,20.0,-2.0
40,8,35,52.0,-6.0
25,5,9,25.5,-0.5
30,6,30,32.5,-5.5
20,4,4,15.5,-0.5
20,4,8,23.5,-0.5
30,6,20,28.5,-3.5
20,4,18,26.0,-4.0
20,4,4,18.0,0
30,6,30,33.0,-5.0
25,5,19,20.5,-5.5
30,6,11,21.5,-2.5
55,11,42,36.5,-13.5
25,5,25,28.0,-4.0
40,8,38,24.5,-11.5
45,9,17,29.0,-3.0
30,6,7,11.0,-3.0
30,6,30,34.0,-4.0
35,7,11,29.5,-0.5
30,6,19,25.0,-4.5
30,6,9,21.0,-1.0
35,7,20,34.5,-3.5
25,5,11,22.0,-2.0
25,5,19,33.0,-3.0
40,8,20,25.0,-4.5
20,4,20,23.0,-3.0
20,4,8,21.0,-1.0
20,4,20,15.5,-4.5
35,7,20,31.5,-2.5
20,4,13,20.5,-3.5
45,9,43,57.5,-8.5
25,5,25,17.0,-7.0
25,5,13,16.5,-5.5
25,5,10,24.5,-1.5
25,5,25,9.5,-4.5
20,4,5,18.0,0
30,6,16,21.0,-5.0
35,7,15,26.0,-2.0
35,7,30,19.0,-9.0
20,4,4,15.5,-0.5
50,10,50,38.5,-13.5
25,5,25,32.5,-5.5
25,5,25,7.0,-7.0
25,5,25,16.0,-4.0
40,8,13,17.5,-2.5
40,8,23,26.5,-5.5
20,4,20,9.0,-7.0
25,5,25,16.0,-6.0
25,5,22,31.0,-5.0
30,6,30,32.0,-6.0
20,4,17,29.5,-2.5
35,7,35,27.5,-6.5
45,9,27,19.5,-6.5
20,4,20,16.5,-3.5
25,5,6,20.0,0
35,7,35,18.5,-9.5
20,4,15,21.5,-2.5
25,5,12,23.5,-2.5
25,5,22,27.5,-6.5
25,5,8,21.5,-0.5
35,7,35,31.0,-7.0
20,4,12,26.5,-1.5
45,9,17,29.0,-3.0
55,11,39,50.5,-7.5
20,4,20,17.5,-4.5
25,5,7,19.0,-1.0
25,5,25,9.5,-8.5
35,7,7,16.5,-1.5
25,5,25,21.0,-5.0
