deadline,distance,steps,rewards,penalties
25,5,25,-3.5,-11.5
20,4,20,8.5,-5.5
20,4,14,23.0,-3.0
35,7,19,22.0,-2.0
40,8,17,21.0,-1.0
25,5,17,20.0,0
20,4,10,18.0,0
30,6,16,13.5,-2.5
25,5,11,24.0,0
35,7,13,20.5,-1.5
25,5,13,20.0,0
30,6,16,22.0,0
25,5,4,16.0,0
35,7,16,24.0,0
50,10,17,30.0,0
30,6,21,22.0,0
30,6,20,22.0,0
25,5,13,20.0,0
35,7,14,23.0,-1.0
25,5,10,20.0,0
20,4,7,15.5,-0.5
40,8,11,30.0,0
20,4,20,10.0,0
35,7,13,29.5,-0.5
25,5,9,20.0,0
20,4,9,18.0,0
20,4,5,18.0,0
30,6,30,10.0,0
30,6,9,22.0,0
20,4,5,18.0,0
20,4,8,18.0,0
40,8,16,26.0,0
20,4,5,18.0,0
40,8,16,26.0,0
25,5,10,19.0,-1.0
25,5,11,21.5,-0.5
20,4,4,18.0,0
20,4,10,18.0,0
25,5,13,25.5,-0.5
25,5,11,25.5,-0.5
20,4,8,22.0,0
25,5,10,20.0,0
25,5,5,20.0,0
30,6,13,21.0,-1.0
25,5,13,25.5,-0.5
30,6,17,22.0,0
20,4,10,27.5,-0.5
25,5,13,20.0,0
20,4,9,18.0,0
25,5,17,20.0,0
25,5,16,20.0,0
25,5,7,20.0,0
20,4,4,18.0,0
40,8,17,26.0,0
20,4,4,18.0,0
40,8,21,26.0,0
25,5,10,20.0,0
25,5,10,20.0,0
40,8,14,26.0,0
35,7,21,28.0,0
20,4,13,22.0,0
40,8,18,26.0,0
30,6,26,23.5,-0.5
35,7,8,24.0,0
30,6,21,22.5,-1.5
45,9,20,28.0,0
50,10,29,35.5,-0.5
35,7,13,24.0,0
20,4,16,23.5,-0.5
55,11,27,32.0,0
25,5,13,24.0,0
30,6,15,27.5,-0.5
25,5,9,20.0,0
35,7,17,23.0,-1.0
30,6,10,22.0,0
35,7,13,28.0,0
45,9,18,28.0,0
20,4,9,22.0,0
30,6,16,22.0,0
25,5,9,20.0,0
30,6,19,22.0,0
40,8,17,26.0,0
40,8,23,25.5,-2.5
30,6,13,22.0,0
30,6,18,22.0,0
20,4,8,18.0,0
45,9,17,28.0,0
25,5,9,20.0,0
20,4,12,18.0,0
20,4,17,18.0,0
20,4,6,18.0,0
25,5,11,20.0,0
25,5,17,20.0,0
25,5,5,20.0,0
30,6,14,26.0,0
40,8,14,23.5,-0.5
20,4,5,18.0,0
35,7,12,24.0,0
20,4,7,18.0,0
20,4,7,18.0,0
