deadline,distance,steps,rewards,penalties
40,8,40,0.0,-18.0
40,8,40,-1.0,-15.0
30,6,30,1.0,-11.0
50,10,19,15.5,-8.5
30,6,30,-2.5,-10.5
20,4,20,-3.5,-9.5
30,6,30,11.5,-8.5
20,4,8,18.5,-1.5
25,5,13,21.0,-3.0
30,6,10,16.5,-3.5
25,5,16,14.0,-6.0
40,8,12,22.5,-1.5
20,4,20,9.5,-4.5
20,4,20,-7.0,-13.0
25,5,21,16.5,-5.5
40,8,40,17.0,-11.0
25,5,25,15.5,-10.5
20,4,20,6.5,-7.5
25,5,25,12.5,-5.5
20,4,20,5.5,-6.5
20,4,20,-2.5,-8.5
30,6,30,6.5,-11.5
30,6,30,17.5,-8.5
35,7,17,15.5,-6.5
35,7,35,16.5,-11.5
40,8,40,-2.5,-16.5
35,7,35,0.5,-15.5
30,6,19,20.5,-3.5
25,5,25,5.0,-5.0
35,7,35,4.5,-11.5
20,4,20,-0.5,-6.5
30,6,23,14.5,-9.5
30,6,30,10.0,-12.0
25,5,25,-5.5,-11.5
20,4,15,12.5,-7.5
25,5,8,10.5,-3.5
35,7,35,20.5,-11.5
25,5,25,15.5,-6.5
25,5,22,23.0,-5.0
25,5,10,18.0,-2.0
20,4,20,0.0,-10.0
30,6,30,15.5,-8.5
35,7,13,13.5,-4.0
40,8,2,9.0,-0.5
20,4,20,6.0,-6.0
25,5,16,15.5,-6.5
20,4,20,10.0,-4.0
25,5,25,3.5,-8.5
25,5,25,3.5,-10.5
40,8,40,9.0,-13.0
25,5,25,-7.0,-13.0
25,5,25,17.0,-7.0
30,6,30,5.5,-10.5
20,4,20,-4.5,-10.5
20,4,20,15.5,-4.5
45,9,14,20.5,-1.5
35,7,21,26.0,-6.0
50,10,25,20.5,-7.5
30,6,30,14.5,-7.5
20,4,20,9.0,-5.0
40,8,38,28.5,-11.5
20,4,20,17.0,-3.0
20,4,20,18.0,-4.0
30,6,30,14.5,-5.5
40,8,40,9.0,-13.0
25,5,17,23.0,-5.0
20,4,10,10.5,-5.5
40,8,40,6.5,-13.5
35,7,8,12.5,-1.5
25,5,25,3.0,-9.0
40,8,40,-4.5,-18.5
30,6,19,23.5,-4.5
30,6,30,11.0,-11.0
35,7,35,15.5,-10.5
30,6,30,3.5,-10.5
45,9,33,5.5,-12.5
35,7,35,12.0,-12.0
20,4,20,4.5,-7.5
20,4,19,17.5,-6.5
35,7,31,32.0,-8.0
30,6,30,7.5,-10.5
50,10,50,1.5,-22.5
25,5,25,9.5,-8.5
40,8,18,21.0,-5.0
30,6,30,-3.0,-13.0
35,7,25,16.0,-7.5
25,5,25,8.5,-7.5
35,7,35,15.0,-11.0
40,8,32,16.5,-11.5
25,5,25,3.0,-9.0
20,4,8,13.5,-2.5
25,5,25,3.0,-9.0
30,6,12,22.0,0
20,4,20,12.0,-6.0
45,9,37,42.5,-7.5
30,6,30,18.5,-9.5
35,7,31,24.0,-8.0
25,5,25,15.5,-4.5
30,6,30,20.0,-6.0
45,9,45,15.5,-16.5
