deadline,distance,steps,rewards,penalties
20,4,20,16.0,-6.0
35,7,30,21.0,-7.0
35,7,16,24.0,0
25,5,16,20.0,0
25,5,5,20.0,0
40,8,17,26.0,0
20,4,9,18.0,0
25,5,10,20.0,0
25,5,5,20.0,0
20,4,9,18.0,0
40,8,13,26.0,0
35,7,21,24.0,0
35,7,21,28.0,0
50,10,28,30.0,0
30,6,13,22.0,0
20,4,10,18.0,0
25,5,13,19.0,-1.0
30,6,18,22.0,0
25,5,12,24.0,0
45,9,19,32.0,0
35,7,16,28.0,0
35,7,18,24.0,0
40,8,11,26.0,0
30,6,13,26.0,0
20,4,5,18.0,0
30,6,11,22.0,0
40,8,17,26.0,0
35,7,20,29.5,-0.5
40,8,13,26.0,0
30,6,11,22.0,0
20,4,16,27.5,-0.5
30,6,11,26.0,0
20,4,6,18.0,0
35,7,17,22.0,-2.0
30,6,14,22.0,0
30,6,2,14.0,0
40,8,18,26.0,0
20,4,7,18.0,0
30,6,7,22.0,0
35,7,16,24.0,0
40,8,19,26.0,0
35,7,21,24.0,0
25,5,16,20.0,0
30,6,13,22.0,0
20,4,4,18.0,0
30,6,18,22.0,0
35,7,16,24.0,0
45,9,16,27.0,-1.0
25,5,5,20.0,0
25,5,17,20.0,0
20,4,7,18.0,0
30,6,14,26.0,0
25,5,12,24.0,0
25,5,16,20.0,0
35,7,15,28.0,0
30,6,15,22.0,0
20,4,16,18.0,0
35,7,16,23.0,-1.0
20,4,5,18.0,0
40,8,21,26.0,0
30,6,11,22.0,0
25,5,14,20.0,0
20,4,9,18.0,0
30,6,17,22.0,0
20,4,8,18.0,0
25,5,19,25.5,-0.5
40,8,18,26.0,0
30,6,10,22.0,0
20,4,13,18.0,0
25,5,17,20.0,0
50,10,22,30.0,0
25,5,3,16.0,0
20,4,11,18.0,0
20,4,7,18.0,0
40,8,12,30.0,0
35,7,18,24.0,0
35,7,16,24.0,0
20,4,8,18.0,0
20,4,4,18.0,0
20,4,13,18.0,0
35,7,15,24.0,0
20,4,5,18.0,0
40,8,4,18.0,0
50,10,17,30.0,0
20,4,10,17.0,-1.0
30,6,6,22.0,0
20,4,5,18.0,0
20,4,12,18.0,0
30,6,16,22.0,0
25,5,13,20.0,0
35,7,21,28.0,0
25,5,12,20.0,0
35,7,13,24.0,0
30,6,21,34.0,0
45,9,21,28.0,0
20,4,4,18.0,0
35,7,7,24.0,0
25,5,9,20.0,0
30,6,8,22.0,0
25,5,6,20.0,0
