deadline,distance,steps,rewards,penalties
20,4,20,-2.5,-10.5
30,6,30,11.0,-7.0
30,6,17,28.0,-2.0
35,7,8,24.0,0
40,8,17,26.0,0
20,4,13,21.5,-2.5
35,7,10,24.0,0
30,6,14,22.0,0
45,9,18,28.0,0
30,6,11,22.0,0
25,5,6,20.0,0
20,4,12,23.5,-0.5
30,6,12,22.0,0
30,6,14,22.0,0
30,6,13,22.0,0
40,8,10,26.0,0
25,5,13,20.0,0
55,11,29,31.0,-1.0
35,7,21,24.0,0
35,7,16,19.5,-2.5
20,4,8,18.0,0
45,9,20,28.0,0
20,4,7,18.0,0
20,4,20,14.0,0
35,7,16,24.0,0
35,7,11,24.0,0
35,7,18,24.0,0
30,6,13,22.0,0
30,6,17,21.0,-1.0
20,4,8,18.0,0
50,10,15,30.0,0
40,8,16,26.0,0
20,4,11,18.0,0
50,10,26,30.0,0
20,4,8,18.0,0
25,5,11,20.0,0
25,5,7,20.0,0
25,5,11,20.0,0
35,7,22,24.0,0
40,8,20,26.0,0
20,4,6,22.0,0
30,6,18,22.0,0
35,7,17,24.0,0
35,7,14,24.0,0
30,6,9,22.0,0
30,6,16,22.0,0
40,8,10,22.0,0
30,6,14,22.0,0
30,6,13,22.0,0
20,4,4,18.0,0
30,6,8,26.0,0
25,5,19,20.0,0
25,5,14,20.0,0
35,7,15,24.0,0
25,5,16,20.0,0
50,10,15,26.0,0
25,5,6,20.0,0
20,4,13,22.0,0
20,4,10,18.0,0
30,6,25,23.5,-0.5
25,5,10,20.0,0
20,4,14,18.0,0
20,4,17,30.0,0
40,8,17,25.0,-1.0
20,4,4,18.0,0
20,4,4,18.0,0
25,5,13,20.0,0
20,4,10,18.0,0
30,6,9,22.0,0
30,6,11,22.0,0
35,7,18,24.0,0
40,8,13,26.0,0
30,6,17,22.0,0
50,10,19,30.0,0
45,9,17,28.0,0
20,4,9,18.0,0
20,4,9,22.0,0
20,4,12,18.0,0
20,4,10,22.0,0
25,5,13,20.0,0
45,9,9,28.0,0
30,6,17,22.0,0
30,6,16,22.0,0
25,5,11,24.0,0
40,8,22,26.0,0
45,9,13,28.0,0
55,11,26,32.0,0
30,6,13,22.0,0
25,5,8,20.0,0
30,6,14,21.0,-1.0
45,9,12,28.0,0
20,4,13,18.0,0
40,8,11,25.0,-1.0
25,5,13,20.0,0
20,4,4,18.0,0
20,4,6,22.0,0
25,5,10,24.0,0
20,4,7,18.0,0
25,5,13,20.0,0
35,7,19,24.0,0
