deadline,distance,steps,rewards,penalties
20,4,17,9.0,-9.0
40,8,25,28.0,-6.0
50,10,12,21.0,-1.0
30,6,7,22.0,0
40,8,21,21.0,-5.0
20,4,5,17.0,-1.0
40,8,18,29.0,-1.0
25,5,25,9.5,-6.5
40,8,23,27.5,-4.5
50,10,24,39.0,-3.0
20,4,11,20.0,-2.0
20,4,13,21.5,-2.5
20,4,18,26.0,-4.0
20,4,20,17.0,-5.0
35,7,24,33.0,-3.0
35,7,22,31.5,-2.5
25,5,3,16.0,0
25,5,25,26.0,-2.0
35,7,13,21.5,-0.5
25,5,25,24.5,-5.5
55,11,19,25.0,-3.0
20,4,20,3.0,-3.0
35,7,18,29.5,-0.5
35,7,22,18.5,-7.5
25,5,11,20.0,0
25,5,13,23.5,-2.5
40,8,30,27.0,-3.0
25,5,20,23.5,-2.5
30,6,6,14.5,-1.0
30,6,2,14.0,0
35,7,22,24.0,-4.0
25,5,25,13.5,-4.5
35,7,13,27.0,-1.0
20,4,7,17.0,-1.0
35,7,16,22.0,-2.0
25,5,11,21.5,-0.5
30,6,30,9.5,-2.5
30,6,11,23.5,-0.5
20,4,11,22.5,-1.5
35,7,35,22.0,-6.0
25,5,24,27.0,-5.0
30,6,30,25.5,-4.5
30,6,21,21.0,-5.0
35,7,12,26.0,-2.0
20,4,17,21.5,-2.5
20,4,11,23.5,-0.5
40,8,14,23.0,-3.0
30,6,14,22.0,0
20,4,18,29.5,-2.5
35,7,23,29.0,-3.0
20,4,5,17.0,-1.0
35,7,25,30.5,-3.5
20,4,17,22.0,-4.0
40,8,9,21.0,-1.0
45,9,11,19.5,-2.0
30,6,30,8.5,-3.5
30,6,7,19.5,-0.5
20,4,10,17.0,-1.0
20,4,16,23.5,-0.5
20,4,13,15.0,-3.0
25,5,12,19.0,-1.0
20,4,20,7.0,-3.0
35,7,13,19.5,-2.5
45,9,36,37.5,-8.5
30,6,22,20.0,-2.0
25,5,18,21.0,-3.0
45,9,26,31.5,-2.5
20,4,6,16.0,-2.0
30,6,27,26.5,-5.5
40,8,17,27.5,-0.5
40,8,30,30.5,-5.5
30,6,24,25.5,-2.5
25,5,11,22.0,-2.0
30,6,3,11.5,0
20,4,9,21.0,-1.0
55,11,33,27.5,-6.5
30,6,20,26.0,-4.0
20,4,9,16.0,-2.0
35,7,11,23.0,-1.0
50,10,23,27.0,-3.0
30,6,17,23.0,-3.0
25,5,13,23.5,-2.5
20,4,16,20.5,-3.5
20,4,4,18.0,0
25,5,13,24.5,-1.5
30,6,11,22.0,0
25,5,25,19.5,-2.5
40,8,29,29.0,-5.0
35,7,29,39.5,-2.5
30,6,30,20.5,-3.5
20,4,19,26.5,-1.5
25,5,6,17.5,-0.5
50,10,31,34.5,-1.5
40,8,13,22.5,-1.5
25,5,25,10.5,-3.5
25,5,13,22.0,-2.0
35,7,21,32.0,-4.0
50,10,18,25.5,-2.5
25,5,9,20.0,0
20,4,9,17.0,-1.0
