deadline,distance,steps,rewards,penalties
30,6,30,2.0,-10.0
30,6,30,6.0,-8.0
25,5,13,21.5,-0.5
25,5,7,21.5,-0.5
35,7,19,24.0,0
45,9,28,26.0,-2.0
20,4,8,23.5,-0.5
20,4,4,13.0,-1.0
20,4,11,18.0,0
30,6,7,22.0,0
20,4,17,26.0,0
30,6,21,21.0,-1.0
25,5,12,20.0,0
20,4,4,18.0,0
40,8,14,26.0,0
30,6,13,22.0,0
30,6,19,22.0,0
40,8,21,26.0,0
40,8,19,26.0,0
30,6,14,19.5,-0.5
25,5,12,24.0,0
25,5,13,20.0,0
45,9,45,41.5,-4.5
20,4,4,18.0,0
20,4,8,16.0,-2.0
20,4,11,18.0,0
25,5,7,20.0,0
30,6,8,22.0,0
20,4,16,18.5,-1.5
50,10,22,30.0,0
25,5,8,20.0,0
30,6,12,22.0,0
45,9,28,24.0,-4.0
35,7,22,23.0,-1.0
20,4,6,18.0,0
20,4,13,25.0,-1.0
30,6,21,22.0,0
30,6,11,22.0,0
20,4,7,18.0,0
40,8,16,26.5,-1.5
20,4,4,18.0,0
35,7,18,25.5,-0.5
50,10,21,29.0,-1.0
40,8,11,26.0,0
20,4,6,18.0,0
20,4,9,18.0,0
20,4,13,20.0,-2.0
20,4,5,18.0,0
25,5,8,20.0,0
25,5,10,20.0,0
30,6,12,21.0,-1.0
30,6,14,22.0,0
25,5,13,20.0,0
20,4,7,19.5,-0.5
20,4,16,30.0,0
30,6,9,22.0,0
30,6,19,22.5,-1.5
20,4,11,18.0,0
40,8,21,25.0,-1.0
20,4,10,17.0,-1.0
30,6,14,19.5,-0.5
20,4,7,18.0,0
25,5,10,20.0,0
20,4,10,18.0,0
25,5,17,25.5,-0.5
25,5,17,21.5,-0.5
45,9,21,27.0,-1.0
30,6,9,22.0,0
20,4,7,18.0,0
25,5,17,31.0,-1.0
25,5,16,32.5,-1.5
20,4,13,18.0,0
30,6,17,23.5,-0.5
25,5,13,21.5,-0.5
25,5,13,24.0,0
20,4,7,17.0,-1.0
20,4,12,17.0,-1.0
30,6,22,21.0,-1.0
25,5,7,20.0,0
35,7,12,24.0,0
20,4,6,18.0,0
30,6,10,21.0,-1.0
40,8,14,26.0,0
30,6,14,25.0,-1.0
25,5,25,23.5,-2.5
50,10,17,25.0,-1.0
25,5,12,20.0,0
35,7,16,24.5,-1.5
50,10,11,26.0,0
55,11,19,32.0,0
30,6,17,22.0,0
30,6,11,22.0,0
40,8,16,26.0,0
25,5,12,23.0,-1.0
35,7,17,24.0,0
35,7,31,36.5,-1.5
30,6,13,22.0,0
45,9,16,27.0,-1.0
30,6,10,22.0,0
25,5,12,20.0,0
