deadline,distance,steps,rewards,penalties
50,10,50,3.0,-13.0
25,5,25,2.0,-8.0
50,10,50,23.5,-10.5
30,6,30,10.5,-7.5
35,7,7,10.0,-2.0
55,11,6,10.0,-2.0
25,5,25,9.5,-4.5
35,7,35,11.5,-10.5
55,11,41,29.0,-7.0
30,6,13,8.5,-3.0
20,4,10,19.0,-3.0
40,8,22,26.0,-4.0
40,8,4,13.0,-1.0
20,4,20,5.5,-6.5
20,4,12,24.0,-2.0
30,6,30,10.5,-11.5
40,8,17,17.0,-5.0
30,6,30,11.5,-8.5
35,7,22,15.5,-6.5
50,10,50,19.0,-15.0
20,4,9,16.0,-2.0
30,6,30,24.5,-11.5
40,8,37,23.0,-11.0
40,8,18,20.0,-2.0
25,5,11,11.5,-2.5
20,4,20,5.5,-8.5
25,5,25,-0.5,-10.5
40,8,19,21.0,-1.0
20,4,20,8.0,-8.0
20,4,13,10.5,-5.5
30,6,16,22.5,-1.5
30,6,17,15.0,-3.0
30,6,13,27.5,-0.5
30,6,10,25.0,-1.0
25,5,25,6.5,-11.5
40,8,40,4.5,-17.5
25,5,25,6.5,-7.5
45,9,19,20.0,-4.0
35,7,35,14.5,-9.5
35,7,26,21.5,-8.5
35,7,4,10.0,-2.0
25,5,13,14.5,-3.5
35,7,35,13.0,-7.0
30,6,30,10.0,-10.0
25,5,25,-1.5,-9.5
25,5,11,21.0,-3.0
20,4,12,21.5,-2.5
30,6,30,8.5,-9.5
30,6,30,10.0,-12.0
30,6,30,15.5,-8.5
45,9,45,13.5,-10.5
20,4,20,2.5,-5.5
20,4,15,30.5,-1.5
25,5,25,3.0,-11.0
50,10,50,20.0,-12.0
25,5,18,19.0,-5.0
35,7,35,4.5,-13.5
30,6,30,10.5,-11.5
55,11,33,16.0,-11.5
30,6,26,20.0,-6.0
25,5,25,13.0,-5.0
25,5,14,20.5,-1.5
20,4,12,13.5,-2.5
30,6,12,21.0,-1.0
20,4,19,22.0,-4.0
30,6,28,15.0,-11.0
20,4,5,17.0,-1.0
45,9,45,17.0,-13.0
25,5,9,23.0,-1.0
30,6,17,16.5,-7.5
30,6,24,26.5,-5.5
35,7,35,19.0,-11.0
35,7,18,21.0,-3.0
35,7,35,29.0,-5.0
30,6,11,25.0,-1.0
30,6,9,19.5,-0.5
40,8,40,14.0,-14.0
35,7,13,19.5,-2.5
20,4,7,17.0,-1.0
40,8,40,20.5,-11.5
35,7,35,23.0,-9.0
25,5,25,9.0,-7.0
35,7,19,25.5,-4.5
30,6,26,37.0,-5.0
30,6,9,18.5,-1.5
35,7,1,9.5,0
55,11,29,25.5,-8.5
35,7,27,25.0,-7.0
45,9,26,10.5,-11.5
30,6,30,1.5,-10.5
35,7,25,12.5,-9.5
30,6,30,6.5,-11.5
25,5,8,15.0,-1.0
40,8,40,26.5,-11.5
40,8,19,21.5,-6.5
40,8,40,18.5,-9.5
20,4,20,22.0,-4.0
30,6,30,15.5,-6.5
20,4,20,7.5,-6.5
20,4,20,13.0,-5.0
