deadline,distance,steps,rewards,penalties
20,4,11,14.0,-4.0
35,7,35,3.5,-14.5
35,7,34,22.5,-7.5
30,6,30,10.0,-10.0
20,4,13,15.5,-4.5
25,5,25,13.5,-6.5
25,5,25,3.0,-11.0
20,4,8,18.5,-1.5
25,5,12,15.5,-2.5
35,7,30,30.5,-7.0
30,6,9,21.0,-1.0
25,5,20,22.5,-3.5
30,6,20,14.0,-8.0
25,5,13,15.5,-2.5
30,6,14,17.0,-5.0
20,4,20,13.0,-5.0
30,6,30,14.5,-7.5
25,5,15,17.0,-3.0
25,5,12,19.5,-2.5
45,9,21,25.5,-4.5
25,5,13,23.5,-2.5
20,4,8,14.5,-1.5
25,5,25,21.5,-8.5
20,4,14,16.0,-6.0
40,8,2,11.5,-0.5
40,8,40,22.5,-5.5
35,7,26,18.5,-7.5
25,5,25,4.5,-7.5
20,4,20,0.0,-8.0
20,4,20,1.0,-9.0
20,4,10,17.0,-1.0
45,9,45,16.0,-10.0
40,8,38,25.0,-9.0
20,4,20,7.5,-4.5
25,5,22,13.5,-8.5
35,7,35,9.5,-8.5
30,6,30,12.0,-8.0
25,5,25,18.0,-4.0
20,4,13,15.5,-4.5
20,4,14,15.0,-3.0
25,5,11,16.5,-1.5
25,5,17,16.0,-4.0
45,9,19,22.5,-3.5
40,8,40,8.0,-12.0
35,7,30,15.5,-10.5
25,5,25,10.5,-5.5
30,6,22,12.5,-7.5
40,8,38,24.0,-10.0
25,5,5,9.0,-2.5
40,8,40,2.5,-15.5
25,5,25,-7.5,-11.5
40,8,40,13.0,-9.0
50,10,44,30.5,-9.5
20,4,20,7.5,-6.5
20,4,10,18.5,-1.5
30,6,18,24.0,-6.0
45,9,39,17.5,-12.5
40,8,36,22.5,-9.0
40,8,5,17.0,-1.0
35,7,26,23.0,-5.0
20,4,20,16.0,-4.0
20,4,18,18.5,-5.5
25,5,25,9.0,-7.0
25,5,15,16.0,-4.0
50,10,32,23.5,-8.5
25,5,17,23.5,-2.5
35,7,11,16.5,-1.5
25,5,17,25.0,-3.0
20,4,9,17.0,-1.0
30,6,30,5.5,-10.5
35,7,31,21.5,-8.5
45,9,30,20.5,-9.0
20,4,20,6.0,-4.0
30,6,26,24.5,-7.5
35,7,29,19.5,-6.5
30,6,14,21.0,-1.0
30,6,2,11.5,0
20,4,20,4.5,-3.5
25,5,21,25.5,-4.5
25,5,14,16.0,-4.0
25,5,25,-0.5,-8.5
25,5,25,9.5,-8.5
20,4,20,9.0,-5.0
30,6,30,26.0,-8.0
20,4,4,18.0,0
30,6,22,28.5,-3.5
20,4,20,8.5,-5.5
20,4,17,21.0,-5.0
30,6,30,23.0,-11.0
25,5,25,13.5,-6.5
25,5,25,14.0,-6.0
45,9,32,19.0,-13.0
20,4,17,18.0,-4.0
20,4,20,1.5,-6.5
25,5,22,12.5,-9.5
45,9,18,22.5,-3.5
20,4,5,12.0,-2.0
35,7,35,9.5,-10.5
40,8,40,8.0,-14.0
35,7,23,21.5,-4.5
