deadline,distance,steps,rewards,penalties
45,9,38,22.5,-11.5
20,4,20,5.0,-3.0
20,4,20,25.0,-1.0
30,6,12,21.0,-1.0
30,6,16,19.5,-0.5
30,6,30,17.0,-1.0
25,5,7,20.0,0
25,5,14,18.0,-2.0
35,7,19,24.0,0
20,4,6,18.0,0
30,6,8,22.0,0
20,4,4,18.0,0
25,5,11,20.0,0
35,7,14,19.0,-1.0
20,4,7,19.5,-0.5
45,9,18,28.0,0
40,8,16,27.5,-0.5
20,4,12,18.0,0
35,7,18,23.0,-1.0
50,10,32,27.0,-3.0
40,8,13,26.0,0
45,9,19,25.5,-0.5
20,4,9,18.0,0
45,9,8,21.5,-0.5
35,7,26,20.5,-1.5
30,6,18,21.0,-1.0
20,4,20,8.5,-1.5
25,5,13,17.5,-0.5
40,8,13,26.0,0
55,11,14,21.5,-0.5
30,6,13,22.0,0
25,5,11,20.0,0
25,5,21,24.0,0
25,5,25,10.5,-1.5
35,7,10,21.5,-0.5
40,8,16,26.0,0
45,9,34,29.5,-0.5
20,4,10,20.0,-2.0
20,4,13,18.0,0
35,7,35,13.0,-1.0
20,4,13,18.0,0
20,4,10,18.0,0
35,7,35,21.0,-1.0
25,5,19,21.5,-0.5
20,4,7,18.0,0
30,6,11,21.0,-1.0
20,4,5,15.5,-0.5
20,4,14,18.0,0
25,5,11,17.5,-0.5
40,8,31,33.0,-1.0
20,4,11,17.0,-1.0
45,9,21,28.0,0
30,6,19,20.0,-2.0
30,6,22,21.5,-2.5
25,5,18,28.5,-1.5
25,5,14,20.0,0
30,6,30,6.0,-4.0
35,7,12,24.0,0
30,6,17,22.0,0
55,11,20,32.0,0
40,8,25,29.0,-1.0
40,8,23,26.0,0
20,4,16,18.0,0
30,6,15,25.0,-1.0
50,10,23,30.5,-1.5
20,4,15,19.5,-0.5
45,9,22,20.5,-1.5
20,4,11,18.0,0
20,4,20,2.5,-3.5
20,4,16,15.5,-0.5
20,4,11,18.0,0
20,4,6,18.0,0
25,5,16,20.0,0
20,4,16,17.0,-1.0
20,4,7,18.0,0
25,5,17,20.0,0
25,5,11,20.0,0
20,4,11,18.0,0
20,4,7,18.0,0
35,7,17,24.0,0
35,7,14,23.0,-1.0
20,4,11,18.0,0
25,5,13,19.0,-1.0
25,5,17,16.5,-1.5
45,9,23,26.0,-2.0
40,8,11,15.5,0
45,9,22,28.0,0
25,5,11,20.5,-1.5
25,5,19,24.0,0
20,4,10,18.0,0
20,4,14,22.5,-1.5
25,5,14,21.5,-0.5
40,8,17,26.0,0
35,7,11,24.0,0
35,7,15,24.0,0
20,4,16,19.5,-0.5
30,6,7,13.5,-2.5
25,5,25,8.0,-2.0
25,5,25,12.0,0
25,5,17,25.5,-0.5
