deadline,distance,steps,rewards,penalties
40,8,40,23.5,-8.5
25,5,25,11.0,-7.0
30,6,30,14.0,-8.0
20,4,20,1.0,-3.0
30,6,10,13.0,-1.0
25,5,25,1.5,-4.5
50,10,31,15.5,-8.5
45,9,45,10.5,-5.5
25,5,25,5.0,-5.0
20,4,20,7.0,-1.0
20,4,20,7.0,-5.0
20,4,8,15.5,-0.5
35,7,35,10.0,-10.0
20,4,20,6.5,-3.5
30,6,22,16.5,-7.5
40,8,40,12.5,-7.5
30,6,5,15.5,-0.5
20,4,20,15.0,-7.0
40,8,40,-2.5,-8.5
20,4,20,0.0,0
30,6,30,0.0,0
40,8,40,7.0,-1.0
40,8,40,3.5,-0.5
25,5,25,0.0,0
20,4,20,0.0,0
40,8,40,0.0,0
20,4,20,-1.0,-1.0
20,4,20,-0.5,-0.5
25,5,25,-0.5,-4.5
25,5,25,2.0,-4.0
25,5,11,17.5,-0.5
25,5,25,5.5,-6.5
25,5,25,-1.0,-7.0
45,9,45,10.5,-9.5
20,4,20,2.0,-6.0
35,7,35,4.0,-8.0
35,7,24,17.5,-4.5
20,4,20,2.0,-6.0
20,4,20,3.0,-7.0
25,5,9,8.5,-5.5
35,7,35,-2.0,-14.0
20,4,20,3.0,-9.0
25,5,17,15.5,-6.5
20,4,17,17.0,-5.0
35,7,27,4.0,-12.0
20,4,20,-1.0,-7.0
25,5,24,18.5,-7.5
25,5,16,17.0,-3.0
25,5,14,16.0,-4.0
35,7,35,-1.0,-15.0
30,6,5,13.0,-1.0
20,4,20,6.5,-5.5
30,6,30,2.5,-7.5
40,8,40,3.5,-12.5
20,4,20,-3.0,-9.0
25,5,25,4.0,-8.0
30,6,30,-0.5,-8.5
20,4,20,-1.5,-1.5
20,4,20,4.5,-1.5
20,4,20,3.0,-3.0
20,4,20,-3.5,-3.5
45,9,45,-4.5,-6.5
20,4,20,0.0,0
30,6,30,-6.0,-14.0
20,4,20,-5.0,-11.0
25,5,25,2.5,-7.5
30,6,28,9.0,-12.5
25,5,25,8.5,-9.5
35,7,35,9.5,-12.5
25,5,22,11.0,-9.0
25,5,25,1.5,-10.5
25,5,25,7.5,-8.5
20,4,12,15.5,-4.5
40,8,40,0.0,-18.0
45,9,45,0.5,-15.5
25,5,25,1.0,-5.0
20,4,20,4.0,-4.0
30,6,30,4.0,-10.0
30,6,30,-4.0,-16.0
25,5,25,1.0,-9.0
20,4,20,0.5,-5.5
20,4,20,4.0,-4.0
25,5,25,20.5,-5.5
40,8,40,3.0,-9.0
20,4,20,-1.0,-5.0
30,6,30,-1.0,-5.0
20,4,20,1.5,-4.5
25,5,25,10.0,-6.0
40,8,40,3.0,-15.0
20,4,20,4.0,-6.0
25,5,25,-5.5,-11.5
20,4,20,-7.5,-11.5
30,6,30,5.0,-5.0
25,5,25,0.5,-7.5
20,4,20,0.0,-8.0
25,5,25,2.5,-9.5
25,5,25,-1.5,-7.5
45,9,27,13.0,-11.0
20,4,20,7.0,-5.0
25,5,25,6.0,-10.0
