deadline,distance,steps,rewards,penalties
35,7,32,26.0,-10.0
35,7,35,9.0,-15.0
45,9,45,6.0,-14.0
30,6,21,20.5,-3.5
25,5,13,12.5,-5.5
25,5,25,-1.5,-11.5
20,4,20,-2.5,-8.5
25,5,25,0.5,-9.5
20,4,20,0.0,-10.0
55,11,55,5.5,-22.5
20,4,11,16.5,-3.5
25,5,25,2.5,-9.5
20,4,20,1.5,-8.5
40,8,40,2.5,-17.5
25,5,22,18.0,-6.0
30,6,24,5.0,-9.0
25,5,25,-2.0,-8.0
20,4,6,14.5,-1.5
20,4,20,6.0,-8.0
25,5,25,6.0,-10.0
25,5,23,19.0,-9.0
45,9,45,17.5,-12.5
25,5,25,-2.5,-10.5
30,6,30,0.0,-12.0
40,8,40,2.5,-15.5
20,4,20,-2.0,-10.0
25,5,25,5.5,-6.5
20,4,20,1.5,-6.5
45,9,45,3.5,-20.5
25,5,25,-3.0,-11.0
25,5,25,1.0,-11.0
30,6,11,15.0,-3.0
25,5,25,11.5,-8.5
20,4,9,20.0,-2.0
40,8,38,20.0,-14.0
30,6,30,-4.0,-12.0
35,7,16,6.0,-9.5
35,7,35,2.0,-12.0
20,4,20,-2.0,-10.0
30,6,25,18.0,-8.0
30,6,30,7.5,-12.5
25,5,25,1.5,-10.5
25,5,25,13.0,-9.0
20,4,20,3.5,-8.5
30,6,30,4.0,-14.0
30,6,24,11.5,-8.0
30,6,9,12.5,-3.0
20,4,20,7.5,-6.5
45,9,45,5.0,-17.0
30,6,30,9.0,-9.0
30,6,30,2.0,-12.0
25,5,25,4.0,-12.0
30,6,28,15.0,-11.0
25,5,25,3.0,-9.0
35,7,35,-4.0,-16.0
20,4,20,9.5,-6.5
20,4,20,3.5,-6.5
20,4,20,-2.5,-8.5
25,5,25,8.0,-10.0
30,6,30,-4.0,-14.0
25,5,25,5.0,-7.0
20,4,20,1.5,-8.5
20,4,19,19.0,-7.0
25,5,25,-3.5,-11.5
45,9,30,-1.0,-16.5
40,8,40,26.5,-7.5
30,6,30,7.5,-10.5
20,4,20,5.0,-1.0
30,6,20,20.5,-7.5
20,4,20,-8.0,-10.0
40,8,25,25.5,-6.5
25,5,25,6.5,-7.5
55,11,55,12.5,-19.5
20,4,20,6.0,-6.0
20,4,20,-2.0,-8.0
20,4,20,-0.5,-10.5
25,5,25,6.0,-10.0
30,6,18,14.5,-5.5
20,4,6,12.0,-2.0
35,7,23,16.0,-8.0
25,5,25,18.0,-8.0
20,4,20,2.5,-7.5
25,5,14,17.5,-4.5
30,6,30,6.5,-9.5
20,4,20,5.0,-5.0
20,4,20,2.0,-8.0
40,8,32,25.5,-6.5
25,5,25,-1.5,-11.5
40,8,40,-1.5,-15.5
20,4,20,-4.0,-10.0
35,7,35,10.5,-13.5
20,4,20,15.5,-4.5
40,8,28,11.5,-8.5
25,5,25,-3.5,-9.5
30,6,30,7.5,-8.5
25,5,25,-0.5,-10.5
30,6,30,4.0,-12.0
45,9,33,14.0,-10.0
20,4,20,-3.5,-9.5
30,6,30,-0.5,-14.5
