deadline,distance,steps,rewards,penalties
20,4,13,22.5,-1.5
25,5,25,1.5,-10.5
35,7,25,16.5,-5.5
20,4,20,-2.5,-6.5
20,4,20,5.0,-5.0
40,8,40,5.0,-9.0
25,5,25,16.0,-6.0
20,4,20,3.5,-6.5
20,4,20,9.0,-3.0
35,7,21,10.5,-7.5
20,4,20,15.0,-3.0
30,6,25,29.5,-2.5
30,6,26,20.0,-6.0
50,10,50,14.0,-8.0
25,5,20,23.0,-1.0
25,5,19,19.5,-2.5
55,11,55,19.5,-4.5
25,5,11,17.5,-0.5
45,9,25,28.0,0
30,6,11,22.0,0
25,5,24,25.0,-3.0
30,6,30,10.0,-6.0
20,4,15,22.5,-1.5
30,6,10,22.0,0
35,7,26,30.5,-3.5
30,6,22,25.0,-1.0
25,5,10,20.0,0
20,4,8,19.5,-0.5
25,5,25,31.0,-1.0
20,4,5,15.5,-0.5
55,11,10,24.0,0
35,7,13,24.0,0
30,6,14,19.5,-0.5
20,4,15,22.5,-1.5
45,9,44,29.0,-3.0
40,8,21,26.0,0
20,4,20,11.5,-2.5
30,6,10,21.0,-1.0
20,4,6,17.0,-1.0
20,4,6,18.0,0
35,7,10,23.0,-1.0
35,7,31,36.5,-5.5
30,6,21,20.0,-2.0
45,9,11,28.0,0
45,9,32,29.5,-4.5
25,5,13,31.0,-1.0
30,6,12,20.0,-2.0
25,5,15,30.0,-2.0
35,7,13,23.0,-1.0
30,6,9,22.0,0
25,5,6,20.0,0
20,4,6,18.0,0
25,5,11,20.0,0
20,4,4,18.0,0
20,4,9,18.0,0
45,9,32,27.0,-1.0
35,7,9,21.5,-0.5
25,5,16,18.0,-2.0
20,4,12,18.0,0
35,7,17,26.0,-2.0
35,7,26,29.5,-0.5
45,9,30,27.0,-1.0
30,6,17,26.5,-1.5
40,8,11,23.5,-0.5
35,7,18,25.5,-0.5
45,9,26,28.0,0
30,6,10,22.0,0
35,7,19,31.0,-1.0
20,4,12,22.0,0
35,7,16,24.0,0
25,5,9,16.5,-1.5
20,4,13,15.0,-3.0
25,5,8,20.0,0
30,6,8,22.0,0
30,6,21,25.5,-2.5
25,5,6,20.0,0
25,5,17,19.5,-2.5
45,9,22,25.5,-0.5
30,6,21,22.0,0
35,7,18,24.0,0
45,9,29,28.0,0
45,9,14,28.0,0
30,6,13,19.5,-0.5
20,4,13,18.0,0
25,5,10,20.0,0
35,7,20,24.0,0
35,7,17,23.0,-1.0
30,6,17,22.0,0
45,9,16,28.0,0
35,7,11,24.0,0
25,5,8,20.0,0
40,8,9,26.0,0
50,10,33,29.0,-1.0
30,6,9,22.0,0
30,6,19,23.5,-0.5
20,4,9,18.0,0
45,9,32,27.0,-1.0
35,7,17,20.0,-4.0
30,6,21,22.0,0
25,5,6,20.0,0
