deadline,distance,steps,rewards,penalties
25,5,25,5.5,-10.5
30,6,5,9.5,-2.0
35,7,25,28.0,-4.0
30,6,29,30.0,-4.0
20,4,13,18.0,0
20,4,12,23.5,-0.5
20,4,12,18.0,0
35,7,10,24.0,0
50,10,25,30.0,0
30,6,18,22.0,0
45,9,13,24.5,-1.5
25,5,13,20.0,0
25,5,25,17.0,-3.0
30,6,18,19.5,-0.5
30,6,13,22.0,0
35,7,7,12.5,-1.5
35,7,7,24.0,0
40,8,17,26.0,0
20,4,7,18.0,0
20,4,9,18.0,0
45,9,16,28.0,0
40,8,23,26.0,0
30,6,12,22.0,0
30,6,17,22.0,0
35,7,11,24.0,0
30,6,9,22.0,0
40,8,23,31.5,-0.5
35,7,20,24.0,0
35,7,14,28.0,0
20,4,11,18.0,0
25,5,11,20.0,0
20,4,6,17.0,-1.0
25,5,5,20.0,0
40,8,7,18.0,0
25,5,9,20.0,0
45,9,21,32.0,0
25,5,12,20.0,0
35,7,21,24.0,0
25,5,16,24.0,0
25,5,11,20.0,0
35,7,13,24.0,0
25,5,11,19.0,-1.0
35,7,13,28.0,0
20,4,11,22.0,0
25,5,9,20.0,0
25,5,6,20.0,0
30,6,9,22.0,0
25,5,5,20.0,0
25,5,5,20.0,0
45,9,19,28.0,0
35,7,11,24.0,0
20,4,11,22.0,0
40,8,17,26.0,0
40,8,21,26.0,0
20,4,13,18.0,0
30,6,6,22.0,0
35,7,14,24.0,0
20,4,12,22.0,0
25,5,19,24.0,0
35,7,12,24.0,0
35,7,13,24.0,0
45,9,13,28.0,0
20,4,16,18.0,0
20,4,12,22.0,0
25,5,12,20.0,0
35,7,13,24.0,0
20,4,10,18.0,0
25,5,8,20.0,0
30,6,17,22.0,0
20,4,5,18.0,0
25,5,11,20.0,0
30,6,19,22.0,0
40,8,17,26.0,0
40,8,10,26.0,0
35,7,27,24.0,0
40,8,22,25.0,-1.0
25,5,5,20.0,0
30,6,17,22.0,0
35,7,16,23.0,-1.0
35,7,10,28.0,0
20,4,11,18.0,0
35,7,21,24.0,0
50,10,21,30.0,0
35,7,15,24.0,0
45,9,21,28.0,0
30,6,16,22.0,0
45,9,19,28.0,0
35,7,23,24.0,0
30,6,16,22.0,0
50,10,21,30.0,0
20,4,7,18.0,0
30,6,11,22.0,0
25,5,11,20.0,0
30,6,21,23.5,-0.5
30,6,11,22.0,0
40,8,23,26.0,0
40,8,17,26.0,0
20,4,13,22.0,0
20,4,11,22.0,0
40,8,14,26.0,0
