deadline,distance,steps,rewards,penalties
20,4,20,-0.5,-8.5
30,6,30,-3.0,-15.0
35,7,35,7.5,-12.5
25,5,22,18.5,-3.5
35,7,15,21.0,-3.0
20,4,4,18.0,0
25,5,11,17.0,-3.0
20,4,20,4.0,-6.0
30,6,9,22.5,-1.5
25,5,19,25.0,-3.0
35,7,35,48.5,-5.5
35,7,24,35.0,-5.0
30,6,22,31.5,-4.5
25,5,25,17.0,-3.0
35,7,9,23.0,-1.0
30,6,16,17.5,-2.5
25,5,11,20.0,0
25,5,19,24.5,-1.5
20,4,13,24.0,-2.0
20,4,10,22.5,-1.5
25,5,7,20.0,0
25,5,19,23.5,-2.5
20,4,8,17.0,-1.0
30,6,10,22.0,0
20,4,6,18.0,0
35,7,35,20.0,-6.0
20,4,4,15.5,-0.5
30,6,30,24.0,-8.0
20,4,10,22.5,-1.5
30,6,30,13.5,-6.5
25,5,9,21.5,-0.5
45,9,6,12.5,-1.0
25,5,6,17.5,-0.5
30,6,13,13.0,-0.5
30,6,15,22.5,-1.5
35,7,15,25.5,-0.5
20,4,16,20.5,-3.5
40,8,40,25.5,-6.5
25,5,21,27.0,-5.0
30,6,30,28.0,-4.0
20,4,11,19.5,-0.5
25,5,12,21.5,-0.5
20,4,13,16.0,-2.0
40,8,40,25.5,-4.5
20,4,7,18.0,0
20,4,19,28.0,-2.0
25,5,25,11.5,-6.5
40,8,16,18.5,-1.5
35,7,16,24.5,-1.5
40,8,40,21.5,-4.5
20,4,12,17.5,-2.5
35,7,13,19.5,-2.5
20,4,4,18.0,0
30,6,20,30.0,-4.0
40,8,16,17.0,-1.0
20,4,14,16.5,-3.5
20,4,16,21.5,-2.5
40,8,18,23.5,-4.5
20,4,15,20.5,-3.5
45,9,25,35.0,-1.0
25,5,5,17.5,-0.5
25,5,25,10.5,-3.5
45,9,10,20.5,-1.5
25,5,25,8.0,-4.0
20,4,16,22.5,-1.5
35,7,14,23.5,-2.5
40,8,40,26.5,-5.5
30,6,19,22.5,-1.5
35,7,21,20.5,-5.5
25,5,12,17.0,-3.0
40,8,17,27.5,-0.5
30,6,26,32.5,-3.5
35,7,17,28.5,-1.5
30,6,30,25.5,-2.5
40,8,21,28.0,-2.0
20,4,20,30.0,-4.0
35,7,35,27.0,-3.0
25,5,16,22.5,-3.5
20,4,15,21.0,-1.0
30,6,21,24.5,-3.5
25,5,25,20.5,-3.5
30,6,30,25.5,-6.5
30,6,21,26.5,-1.5
30,6,21,24.0,-2.0
20,4,11,17.0,-1.0
35,7,12,24.0,0
30,6,15,26.5,-1.5
25,5,21,31.5,-2.5
55,11,45,30.5,-11.5
25,5,25,9.5,-4.5
20,4,7,18.0,0
25,5,20,27.0,-5.0
25,5,10,20.0,0
35,7,18,17.5,-4.5
30,6,16,15.5,-4.5
35,7,17,21.0,-3.0
50,10,29,38.0,-4.0
25,5,7,21.5,-0.5
40,8,21,24.5,-3.5
45,9,45,23.5,-10.5
