deadline,distance,steps,rewards,penalties
30,6,30,-1.0,-13.0
30,6,30,18.0,-4.0
40,8,14,20.0,-2.0
35,7,13,24.0,0
30,6,11,22.0,0
35,7,16,27.0,-1.0
25,5,11,17.5,-0.5
40,8,11,26.0,0
25,5,12,20.0,0
35,7,15,23.0,-1.0
25,5,8,20.0,0
20,4,13,23.5,-0.5
30,6,12,25.0,-1.0
40,8,16,25.0,-1.0
25,5,11,20.0,0
20,4,6,22.0,0
25,5,9,24.0,0
45,9,16,29.5,-0.5
35,7,18,24.0,0
20,4,16,17.0,-1.0
30,6,14,22.0,0
50,10,13,19.5,-0.5
20,4,7,17.0,-1.0
30,6,13,22.0,0
20,4,16,18.0,0
25,5,10,20.0,0
30,6,19,19.5,-0.5
30,6,16,22.0,0
20,4,16,18.0,0
40,8,4,18.0,0
30,6,9,22.0,0
30,6,18,22.0,0
40,8,13,25.0,-1.0
20,4,7,17.0,-1.0
20,4,5,18.0,0
25,5,8,20.0,0
40,8,13,26.0,0
35,7,14,24.0,0
35,7,26,29.5,-0.5
40,8,33,25.0,-1.0
45,9,10,28.0,0
30,6,9,22.0,0
35,7,21,24.0,0
25,5,16,20.0,0
20,4,12,22.5,-1.5
20,4,18,28.0,-2.0
25,5,17,24.0,0
40,8,21,26.0,0
20,4,12,17.0,-1.0
25,5,9,20.0,0
20,4,11,17.0,-1.0
30,6,6,22.0,0
35,7,13,24.0,0
25,5,12,20.0,0
30,6,13,22.0,0
20,4,11,17.0,-1.0
30,6,11,22.0,0
35,7,18,24.0,0
40,8,11,26.0,0
20,4,7,18.0,0
20,4,20,13.5,-2.5
30,6,13,23.5,-0.5
25,5,25,20.0,-2.0
25,5,17,20.0,0
35,7,9,24.0,0
25,5,11,20.0,0
25,5,25,32.5,-1.5
25,5,7,20.0,0
25,5,13,20.0,0
20,4,7,22.0,0
25,5,10,20.0,0
30,6,13,22.0,0
25,5,13,19.0,-1.0
50,10,21,27.5,-0.5
40,8,11,26.0,0
30,6,14,21.0,-1.0
35,7,9,24.0,0
20,4,9,18.0,0
25,5,17,25.5,-0.5
20,4,8,18.0,0
35,7,14,24.0,0
35,7,13,25.5,-0.5
20,4,13,18.0,0
25,5,12,20.0,0
20,4,4,18.0,0
55,11,22,31.0,-1.0
25,5,10,20.0,0
20,4,5,18.0,0
30,6,19,24.0,-2.0
30,6,9,22.0,0
25,5,13,25.5,-0.5
25,5,16,27.0,-1.0
30,6,12,22.0,0
20,4,6,18.0,0
40,8,21,26.0,0
25,5,10,20.0,0
35,7,13,24.0,0
35,7,11,24.0,0
20,4,16,17.0,-1.0
35,7,12,24.0,0
