deadline,distance,steps,rewards,penalties
20,4,13,13.0,-5.0
20,4,20,19.5,-4.5
50,10,39,46.0,-4.0
35,7,30,28.0,-4.0
25,5,19,27.0,-1.0
25,5,15,27.0,-1.0
25,5,25,9.0,-3.0
25,5,13,18.0,-2.0
40,8,36,31.0,-3.0
20,4,7,18.0,0
30,6,30,16.0,-6.0
25,5,25,8.0,-2.0
30,6,22,23.5,-0.5
30,6,11,18.5,-1.5
20,4,20,11.0,-1.0
40,8,26,25.0,-1.0
30,6,18,18.5,-1.5
25,5,21,22.0,-2.0
45,9,13,20.5,-1.5
60,12,22,24.0,-2.0
25,5,25,11.0,-1.0
20,4,11,16.0,-2.0
50,10,21,19.5,-0.5
30,6,25,20.5,-3.5
30,6,21,22.5,-1.5
30,6,26,13.5,-6.5
25,5,25,16.0,-4.0
35,7,19,30.0,-2.0
25,5,18,20.5,-1.5
20,4,20,9.5,-2.5
35,7,31,27.5,-2.0
20,4,11,19.5,-0.5
25,5,25,12.5,-3.5
25,5,25,11.0,-3.0
25,5,25,19.5,-4.5
25,5,25,18.0,-4.0
50,10,11,19.5,-0.5
35,7,20,29.0,-3.0
20,4,20,10.5,-5.5
35,7,26,27.0,-5.0
20,4,7,18.5,-1.5
30,6,21,18.0,-4.0
25,5,12,22.0,-2.0
20,4,20,5.0,-3.0
25,5,21,21.5,-0.5
20,4,7,18.0,0
40,8,21,25.0,-1.0
35,7,33,20.0,-8.0
25,5,17,16.0,-4.0
30,6,28,28.5,-3.5
25,5,12,15.0,-1.0
45,9,18,19.5,-2.0
20,4,19,21.5,-2.5
35,7,21,20.5,-1.5
45,9,25,22.5,-3.5
20,4,17,18.0,-4.0
30,6,4,11.5,0
40,8,21,23.0,-3.0
30,6,7,22.0,0
40,8,32,28.0,-6.0
35,7,35,8.5,-7.5
35,7,35,24.0,-4.0
30,6,17,13.5,-2.5
30,6,14,22.5,-1.5
30,6,19,23.5,-0.5
35,7,35,24.5,-3.5
35,7,35,17.0,-3.0
40,8,40,11.0,-9.0
35,7,16,19.5,-2.5
20,4,17,19.0,-3.0
45,9,28,26.0,-6.0
35,7,15,24.5,-1.5
35,7,19,18.0,-2.0
20,4,10,18.0,0
35,7,27,21.5,-4.5
20,4,20,8.0,-4.0
30,6,4,15.5,-0.5
35,7,35,28.5,-5.5
30,6,16,18.5,-1.5
20,4,12,18.0,0
20,4,11,21.0,-1.0
40,8,40,15.5,-6.5
20,4,20,16.0,-4.0
40,8,37,28.5,-3.5
45,9,45,21.0,-5.0
45,9,45,28.5,-7.5
35,7,16,25.0,-3.0
20,4,20,5.0,-7.0
30,6,21,24.5,-3.5
25,5,7,19.0,-1.0
20,4,9,12.0,-2.0
30,6,18,24.0,-2.0
25,5,25,9.5,-6.5
25,5,25,8.5,-3.5
30,6,28,22.5,-5.5
25,5,25,8.0,-8.0
25,5,21,19.5,-2.5
45,9,21,28.0,-4.0
30,6,17,22.0,-4.0
25,5,25,19.5,-4.5
