deadline,distance,steps,rewards,penalties
25,5,25,-4.5,-10.5
40,8,40,27.0,-7.0
20,4,20,8.0,-6.0
35,7,14,17.5,-0.5
25,5,25,7.5,-6.5
40,8,40,11.0,-11.0
20,4,18,19.5,-4.5
30,6,16,19.0,-3.0
20,4,20,8.5,-3.5
25,5,10,14.5,-3.5
55,11,55,14.0,-18.0
30,6,20,14.0,-7.5
35,7,30,18.0,-6.0
35,7,31,12.5,-9.5
40,8,40,4.0,-10.0
30,6,30,7.5,-6.5
20,4,20,1.5,-6.5
25,5,21,17.5,-4.5
30,6,30,6.5,-7.5
30,6,30,6.0,-8.0
30,6,16,19.5,-0.5
50,10,50,23.5,-8.5
20,4,20,7.5,-4.5
25,5,25,14.5,-7.5
20,4,20,2.0,-8.0
35,7,24,21.5,-4.5
20,4,20,7.5,-4.5
20,4,20,5.5,-6.5
30,6,30,6.0,-8.0
20,4,16,20.0,-2.0
20,4,20,7.0,-5.0
25,5,25,10.5,-5.5
20,4,20,2.0,-8.0
25,5,25,-3.0,-11.0
40,8,6,7.0,-2.5
40,8,40,2.5,-15.5
25,5,25,0.5,-9.5
35,7,13,17.5,-4.5
40,8,28,22.5,-9.5
35,7,35,6.5,-9.5
30,6,30,-7.5,-15.5
30,6,30,11.5,-4.5
40,8,34,24.0,-6.0
40,8,25,27.0,-3.0
20,4,20,2.0,-8.0
20,4,20,-1.5,-7.5
35,7,13,20.5,-1.5
20,4,9,16.0,-2.0
25,5,12,18.0,-2.0
20,4,20,-2.5,-10.5
25,5,19,14.0,-6.0
30,6,30,10.5,-3.5
25,5,25,19.0,-5.0
20,4,20,-2.5,-8.5
20,4,20,5.0,-5.0
40,8,40,-3.0,-17.0
35,7,12,13.0,-3.0
25,5,25,3.5,-8.5
30,6,30,9.0,-5.0
20,4,13,19.5,-0.5
25,5,20,20.0,-4.0
25,5,25,1.0,-9.0
25,5,19,17.0,-3.0
20,4,20,3.0,-9.0
25,5,25,9.5,-8.5
20,4,20,10.0,-6.0
30,6,30,-7.0,-13.0
30,6,30,10.0,-8.0
25,5,25,4.0,-8.0
30,6,30,-8.0,-14.0
30,6,30,15.5,-8.5
30,6,30,9.0,-9.0
35,7,35,4.5,-9.5
25,5,25,8.5,-7.5
35,7,35,20.0,-10.0
30,6,30,19.0,-7.0
25,5,25,1.5,-10.5
50,10,50,-7.0,-23.0
50,10,50,3.0,-13.0
25,5,22,14.0,-6.0
25,5,25,4.0,-6.0
20,4,15,9.5,-6.5
40,8,23,21.5,-6.5
25,5,25,1.0,-9.0
40,8,33,26.5,-9.5
35,7,6,10.5,-3.5
25,5,24,23.5,-6.5
30,6,30,2.0,-6.0
25,5,25,14.5,-5.5
25,5,7,20.0,0
30,6,30,-2.5,-10.5
35,7,35,24.0,-8.0
40,8,23,12.0,-5.5
35,7,31,11.5,-10.5
30,6,30,6.5,-11.5
30,6,30,1.5,-12.5
20,4,20,-3.5,-9.5
35,7,35,6.5,-11.5
35,7,35,-9.0,-19.0
25,5,16,19.5,-6.5
