deadline,distance,steps,rewards,penalties
40,8,40,1.5,-14.5
30,6,30,12.0,-4.0
25,5,9,20.0,0
40,8,7,19.5,-0.5
35,7,31,14.0,-6.0
20,4,9,18.0,0
35,7,26,29.0,-3.0
40,8,21,13.0,-5.0
50,10,37,25.5,-6.5
30,6,18,20.0,-2.0
25,5,13,19.0,-1.0
45,9,44,44.0,-4.0
30,6,13,21.0,-1.0
25,5,13,17.5,-0.5
30,6,28,25.0,-5.0
35,7,11,19.5,-2.5
45,9,30,30.5,-3.5
25,5,9,20.0,0
30,6,24,18.5,-1.5
30,6,30,9.0,-3.0
25,5,14,22.5,-3.5
25,5,16,20.5,-1.5
50,10,34,26.0,-4.0
20,4,14,18.0,0
30,6,15,20.0,-2.0
35,7,26,26.0,-2.0
35,7,17,21.5,-0.5
40,8,16,23.5,-0.5
35,7,35,15.5,-8.5
40,8,17,17.5,-2.5
35,7,13,16.5,-1.5
20,4,20,8.0,-4.0
45,9,19,26.0,-2.0
25,5,11,21.5,-0.5
25,5,10,19.0,-1.0
30,6,6,14.5,-1.5
20,4,20,1.5,-4.5
25,5,17,17.0,-3.0
20,4,20,9.5,-4.5
40,8,40,18.0,-6.0
40,8,40,17.0,-7.0
45,9,15,28.0,0
25,5,4,13.5,-0.5
25,5,22,23.0,-1.0
35,7,35,15.0,-5.0
20,4,9,23.5,-0.5
25,5,21,20.5,-1.5
25,5,25,13.0,-5.0
25,5,18,22.0,-2.0
25,5,17,20.0,-4.0
20,4,20,10.5,-3.5
30,6,30,8.5,-5.5
30,6,27,27.0,-7.0
30,6,24,28.0,-2.0
40,8,40,19.0,-7.0
25,5,25,8.0,-4.0
25,5,25,12.0,-6.0
55,11,29,25.5,-4.5
20,4,15,21.5,-2.5
30,6,17,16.0,-2.0
25,5,17,23.0,-1.0
25,5,16,17.0,-3.0
30,6,18,18.5,-1.5
20,4,8,18.0,0
40,8,40,3.5,-12.5
25,5,13,20.0,0
20,4,20,15.0,-5.0
40,8,40,28.0,-8.0
35,7,35,7.5,-6.5
25,5,8,18.0,-2.0
20,4,20,2.0,-6.0
30,6,30,14.5,-5.5
20,4,20,3.0,-1.0
25,5,16,18.0,-2.0
20,4,20,3.0,-3.0
30,6,8,11.0,-3.0
25,5,25,4.5,-5.5
40,8,31,25.0,-5.0
20,4,17,22.5,-1.5
35,7,6,7.5,-2.0
45,9,22,24.5,-1.5
40,8,31,27.5,-4.5
20,4,20,0.5,-5.5
20,4,17,24.0,-2.0
35,7,28,18.5,-7.5
20,4,6,18.0,0
30,6,28,28.0,-6.0
55,11,37,33.0,-3.0
35,7,23,18.0,-6.0
20,4,20,5.0,-7.0
35,7,26,24.0,-4.0
25,5,13,20.0,-4.0
35,7,35,20.0,-8.0
35,7,35,14.5,-3.5
35,7,23,17.0,-7.0
55,11,55,18.0,-12.0
20,4,20,5.5,-4.5
40,8,26,15.5,-8.5
45,9,11,16.5,-1.5
40,8,40,17.0,-9.0
