deadline,distance,steps,rewards,penalties
40,8,5,8.0,-1.5
20,4,20,9.5,-4.5
35,7,16,16.0,-4.0
35,7,23,28.5,-1.5
30,6,20,26.0,0
25,5,13,20.0,0
35,7,19,24.5,-1.5
35,7,26,28.0,0
20,4,7,18.0,0
20,4,12,22.0,0
30,6,17,19.0,-3.0
20,4,4,18.0,0
30,6,8,22.0,0
30,6,21,22.0,0
35,7,21,24.0,0
30,6,22,26.0,0
25,5,7,20.0,0
25,5,17,24.0,0
20,4,7,18.0,0
50,10,17,30.0,0
25,5,8,21.5,-0.5
20,4,11,18.0,0
25,5,16,20.0,0
35,7,21,24.0,0
20,4,10,18.0,0
30,6,21,22.0,0
45,9,19,32.0,0
20,4,20,11.5,-0.5
40,8,28,30.0,0
45,9,14,28.0,0
20,4,10,18.0,0
30,6,12,22.0,0
35,7,11,24.0,0
20,4,7,18.0,0
20,4,8,18.0,0
20,4,13,18.0,0
25,5,8,20.0,0
40,8,21,26.0,0
25,5,12,20.0,0
20,4,11,18.0,0
25,5,13,20.0,0
25,5,9,20.0,0
30,6,11,22.0,0
30,6,11,22.0,0
40,8,22,26.0,0
30,6,11,22.0,0
20,4,7,18.0,0
40,8,22,26.0,0
35,7,13,24.0,0
35,7,13,24.0,0
25,5,10,20.0,0
45,9,29,27.5,-2.5
30,6,16,22.0,0
30,6,9,22.0,0
35,7,17,24.0,0
40,8,25,26.0,0
25,5,7,20.0,0
20,4,17,22.0,0
35,7,13,24.0,0
35,7,16,24.0,0
25,5,17,23.0,-1.0
35,7,28,24.0,0
25,5,8,20.0,0
25,5,13,20.0,0
25,5,12,20.0,0
40,8,28,26.0,0
20,4,16,18.0,0
20,4,13,22.0,0
35,7,19,28.0,0
20,4,17,18.0,0
40,8,19,26.0,0
30,6,2,14.0,0
20,4,13,18.0,0
40,8,12,26.0,0
40,8,11,25.0,-1.0
50,10,19,30.0,0
20,4,12,18.0,0
25,5,13,20.0,0
35,7,26,24.0,0
20,4,4,18.0,0
30,6,9,22.0,0
25,5,11,20.0,0
25,5,11,20.0,0
50,10,28,30.0,0
20,4,11,18.0,0
20,4,9,18.0,0
30,6,14,22.0,0
25,5,16,24.0,0
35,7,13,24.0,0
45,9,28,33.5,-0.5
20,4,12,18.0,0
25,5,9,20.0,0
35,7,16,24.0,0
20,4,11,18.0,0
30,6,26,27.5,-0.5
25,5,7,20.0,0
40,8,37,30.0,0
30,6,13,22.0,0
25,5,16,20.0,0
25,5,12,20.0,0
