deadline,distance,steps,rewards,penalties
25,5,25,5.5,-6.5
40,8,17,17.0,-5.0
20,4,19,26.5,-1.5
30,6,15,22.0,0
35,7,16,23.0,-1.0
35,7,16,24.0,0
20,4,10,18.0,0
20,4,8,22.0,0
20,4,13,22.0,0
20,4,7,17.0,-1.0
25,5,8,24.0,0
30,6,9,22.0,0
25,5,11,20.0,0
35,7,18,20.0,-4.0
25,5,17,21.5,-0.5
45,9,24,28.0,0
30,6,11,22.0,0
25,5,9,20.0,0
35,7,21,23.0,-1.0
25,5,9,20.0,0
30,6,7,22.0,0
35,7,10,28.0,0
20,4,4,18.0,0
25,5,7,20.0,0
20,4,9,18.0,0
20,4,14,18.0,0
20,4,4,18.0,0
20,4,10,18.0,0
25,5,7,20.0,0
45,9,23,28.0,0
35,7,13,24.0,0
20,4,4,18.0,0
50,10,25,30.0,0
30,6,9,22.0,0
20,4,7,18.0,0
25,5,12,20.0,0
25,5,11,20.0,0
20,4,7,18.0,0
30,6,13,22.0,0
40,8,16,26.0,0
20,4,4,18.0,0
25,5,6,20.0,0
35,7,22,24.0,0
35,7,12,24.0,0
25,5,16,20.0,0
45,9,10,28.0,0
20,4,11,18.0,0
25,5,9,20.0,0
20,4,5,18.0,0
30,6,12,22.0,0
25,5,6,20.0,0
25,5,17,20.0,0
25,5,9,20.0,0
25,5,13,20.0,0
25,5,9,20.0,0
25,5,5,20.0,0
35,7,9,24.0,0
20,4,7,18.0,0
25,5,10,19.0,-1.0
30,6,16,22.0,0
20,4,4,18.0,0
30,6,21,22.0,0
25,5,16,20.0,0
35,7,14,23.0,-1.0
20,4,7,18.0,0
30,6,13,22.0,0
25,5,13,20.0,0
45,9,21,27.0,-1.0
35,7,20,24.0,0
35,7,22,25.5,-0.5
35,7,17,24.0,0
45,9,17,28.0,0
20,4,7,22.0,0
20,4,10,18.0,0
40,8,17,26.0,0
20,4,13,18.0,0
25,5,11,20.0,0
30,6,10,22.0,0
35,7,13,17.5,-0.5
20,4,10,18.0,0
30,6,9,22.0,0
30,6,13,22.0,0
20,4,9,18.0,0
35,7,18,27.0,-1.0
45,9,11,24.0,0
20,4,13,18.0,0
30,6,20,22.0,0
35,7,12,24.0,0
20,4,11,18.0,0
35,7,11,24.0,0
40,8,13,26.0,0
20,4,13,18.0,0
25,5,5,20.0,0
45,9,25,28.0,0
35,7,19,24.0,0
20,4,11,18.0,0
35,7,21,24.0,0
20,4,11,23.5,-0.5
25,5,14,21.5,-0.5
30,6,19,22.0,0
