deadline,distance,steps,rewards,penalties
30,6,30,2.0,-8.0
20,4,20,-0.5,-6.5
20,4,20,2.5,-5.5
35,7,35,-7.5,-15.5
30,6,30,-0.5,-8.5
35,7,3,11.0,-1.0
25,5,25,2.0,-6.0
20,4,20,-5.5,-5.5
35,7,35,7.0,-7.0
20,4,20,5.5,-6.5
20,4,20,-2.0,-8.0
20,4,20,-9.0,-11.0
35,7,35,4.5,-13.5
20,4,20,5.5,-6.5
50,10,50,11.5,-14.5
20,4,20,0.0,-10.0
25,5,25,5.0,-7.0
30,6,30,-2.0,-12.0
20,4,2,11.5,-0.5
25,5,25,0.0,-8.0
40,8,40,-2.0,-16.0
50,10,50,0.0,-16.0
30,6,30,-5.5,-13.5
45,9,21,10.5,-7.5
25,5,9,11.5,-2.5
30,6,30,-2.0,-10.0
20,4,20,3.5,-6.5
35,7,18,12.0,-8.0
20,4,20,-6.5,-8.5
30,6,25,13.5,-10.5
20,4,20,-3.0,-9.0
50,10,49,19.5,-12.5
25,5,25,8.5,-5.5
30,6,30,8.5,-9.5
35,7,35,0.0,-14.0
20,4,20,1.0,-5.0
30,6,30,11.5,-8.5
35,7,35,6.5,-9.5
30,6,30,9.5,-8.5
30,6,30,-0.5,-6.5
50,10,50,-5.5,-19.5
30,6,15,14.5,-1.5
35,7,35,2.5,-9.5
50,10,30,8.0,-10.0
20,4,20,-4.0,-8.0
25,5,25,7.0,-7.0
30,6,30,1.0,-11.0
35,7,35,2.5,-9.5
20,4,20,6.0,-6.0
45,9,6,11.0,-1.0
25,5,25,-5.0,-7.0
20,4,20,-0.5,-6.5
25,5,25,6.5,-9.5
20,4,20,-0.5,-8.5
35,7,35,-13.0,-19.0
50,10,25,24.0,-6.0
25,5,25,5.5,-8.5
25,5,15,13.5,-4.5
35,7,35,4.5,-11.5
30,6,26,9.0,-12.5
35,7,35,0.0,-16.0
35,7,35,-0.5,-12.5
20,4,20,-7.0,-11.0
50,10,50,3.0,-9.0
25,5,25,-6.0,-14.0
30,6,30,-7.0,-15.0
35,7,35,18.0,-8.0
30,6,30,5.0,-11.0
45,9,45,4.5,-15.5
35,7,24,6.5,-11.0
20,4,20,-3.5,-11.5
30,6,30,0.5,-7.5
50,10,50,0.5,-11.5
20,4,20,7.0,-7.0
25,5,25,6.0,-6.0
40,8,40,1.0,-13.0
60,12,9,10.5,-1.5
20,4,20,0.5,-7.5
35,7,35,0.5,-11.5
25,5,21,17.0,-3.0
30,6,30,-2.0,-16.0
45,9,45,1.5,-20.5
30,6,30,2.0,-12.0
40,8,31,17.5,-10.5
40,8,40,-5.5,-19.5
20,4,20,-8.5,-10.5
25,5,5,12.5,-1.5
25,5,25,-9.5,-9.5
35,7,35,-2.0,-14.0
30,6,30,4.5,-9.5
20,4,8,10.0,-4.0
25,5,25,-5.0,-13.0
40,8,7,11.0,-3.0
25,5,25,-5.5,-11.5
45,9,45,-5.5,-15.5
25,5,25,3.5,-6.5
25,5,25,3.5,-4.5
40,8,4,9.0,-0.5
30,6,3,11.5,0
20,4,20,-5.0,-9.0
