deadline,distance,steps,rewards,penalties
20,4,20,-1.5,-9.5
30,6,30,5.0,-13.0
30,6,15,23.5,-0.5
20,4,11,15.5,-0.5
40,8,11,19.5,-0.5
35,7,16,24.0,0
30,6,13,26.0,0
45,9,25,28.0,0
30,6,17,22.0,0
20,4,7,18.0,0
35,7,19,28.5,-1.5
25,5,6,20.0,0
20,4,9,18.0,0
30,6,13,22.0,0
40,8,21,26.0,0
20,4,7,18.0,0
20,4,13,18.0,0
30,6,17,22.0,0
25,5,9,20.0,0
45,9,18,28.0,0
30,6,8,22.0,0
25,5,9,20.0,0
25,5,7,20.0,0
20,4,5,18.0,0
30,6,17,22.0,0
30,6,14,22.0,0
40,8,21,26.0,0
25,5,11,24.0,0
45,9,22,28.0,0
35,7,13,24.0,0
30,6,16,22.0,0
30,6,7,22.0,0
40,8,11,26.0,0
35,7,8,24.0,0
35,7,12,24.0,0
25,5,7,20.0,0
30,6,18,22.0,0
30,6,17,22.0,0
25,5,12,20.0,0
30,6,14,21.0,-1.0
20,4,12,18.0,0
30,6,11,22.0,0
35,7,12,24.0,0
30,6,5,17.0,-1.0
20,4,8,18.0,0
30,6,11,22.0,0
20,4,4,18.0,0
45,9,17,28.0,0
30,6,9,22.0,0
20,4,16,18.0,0
30,6,12,22.0,0
25,5,17,24.0,0
25,5,22,20.0,0
20,4,9,18.0,0
30,6,11,22.0,0
20,4,4,18.0,0
35,7,13,24.0,0
20,4,11,22.0,0
20,4,12,18.0,0
30,6,13,26.0,0
35,7,8,24.0,0
30,6,12,22.0,0
25,5,5,20.0,0
30,6,13,22.0,0
30,6,14,22.0,0
35,7,16,24.0,0
25,5,21,20.0,0
40,8,12,26.0,0
20,4,9,18.0,0
20,4,6,18.0,0
55,11,23,32.0,0
25,5,10,24.0,0
30,6,13,22.0,0
20,4,8,18.0,0
30,6,13,22.0,0
40,8,31,26.0,0
45,9,21,32.0,0
45,9,24,28.0,0
30,6,11,22.0,0
20,4,6,18.0,0
20,4,11,18.0,0
40,8,16,26.0,0
30,6,11,22.0,0
30,6,6,18.0,0
35,7,17,24.0,0
25,5,10,20.0,0
40,8,13,26.0,0
20,4,5,18.0,0
35,7,21,24.0,0
20,4,7,18.0,0
35,7,11,28.0,0
25,5,13,20.0,0
30,6,14,22.0,0
25,5,13,20.0,0
20,4,5,18.0,0
20,4,6,18.0,0
20,4,13,18.0,0
40,8,22,26.0,0
50,10,18,30.0,0
20,4,14,26.0,0
