deadline,distance,steps,rewards,penalties
30,6,30,23.5,-4.5
45,9,19,17.5,-4.5
30,6,18,21.0,-1.0
45,9,18,28.0,0
20,4,10,17.0,-1.0
35,7,21,26.0,-2.0
55,11,21,31.0,-1.0
45,9,19,28.0,0
30,6,12,22.0,0
25,5,14,20.0,0
25,5,7,20.0,0
30,6,13,22.0,0
55,11,19,36.0,0
25,5,12,20.0,0
25,5,8,20.0,0
30,6,19,31.5,-0.5
20,4,4,18.0,0
30,6,14,22.0,0
25,5,9,20.0,0
25,5,11,20.0,0
20,4,7,18.0,0
20,4,9,18.0,0
20,4,4,18.0,0
30,6,22,34.0,0
25,5,11,19.0,-1.0
30,6,9,22.0,0
20,4,10,22.0,0
20,4,8,22.0,0
20,4,5,18.0,0
25,5,9,20.0,0
35,7,12,23.0,-1.0
20,4,11,18.0,0
20,4,12,18.0,0
30,6,13,22.0,0
30,6,13,22.0,0
20,4,4,18.0,0
35,7,14,24.0,0
40,8,22,26.0,0
25,5,9,20.0,0
35,7,13,24.0,0
20,4,6,22.0,0
20,4,13,18.0,0
25,5,13,20.0,0
40,8,15,26.0,0
45,9,26,28.0,0
30,6,10,26.0,0
20,4,8,18.0,0
30,6,13,22.0,0
45,9,15,28.0,0
40,8,21,26.0,0
30,6,16,22.0,0
30,6,8,22.0,0
40,8,18,26.0,0
30,6,21,22.0,0
45,9,26,28.0,0
45,9,19,28.0,0
30,6,11,22.0,0
20,4,11,18.0,0
25,5,21,20.0,0
20,4,6,18.0,0
40,8,17,26.0,0
30,6,11,22.0,0
30,6,12,22.0,0
25,5,12,24.0,0
25,5,13,24.0,0
35,7,14,24.0,0
25,5,18,24.0,0
40,8,16,26.0,0
30,6,9,22.0,0
30,6,12,22.0,0
30,6,11,22.0,0
30,6,22,22.0,0
30,6,13,22.0,0
20,4,7,18.0,0
35,7,17,24.0,0
30,6,10,26.0,0
35,7,14,24.0,0
25,5,12,24.0,0
20,4,9,18.0,0
25,5,12,24.0,0
25,5,8,20.0,0
30,6,9,22.0,0
20,4,14,18.0,0
35,7,16,23.0,-1.0
25,5,9,20.0,0
25,5,10,20.0,0
35,7,8,24.0,0
20,4,12,18.0,0
45,9,21,28.0,0
25,5,8,20.0,0
35,7,10,24.0,0
20,4,6,18.0,0
30,6,21,22.0,0
25,5,10,20.0,0
30,6,12,22.0,0
30,6,9,22.0,0
30,6,10,22.0,0
25,5,16,20.0,0
30,6,13,22.0,0
30,6,22,22.0,0
