deadline,distance,steps,rewards,penalties
20,4,20,-8.0,-10.0
40,8,40,-6.0,-16.0
30,6,11,15.0,-3.0
25,5,25,4.0,-6.0
30,6,30,-2.0,-10.0
20,4,18,12.0,-6.0
20,4,20,10.5,-5.5
25,5,25,1.5,-8.5
20,4,16,12.0,-6.0
35,7,35,-7.0,-15.0
25,5,25,-2.5,-8.5
40,8,40,1.0,-15.0
40,8,20,9.5,-6.5
35,7,35,-2.0,-18.0
45,9,45,-26.0,-28.0
20,4,20,-6.0,-10.0
30,6,30,-11.5,-17.5
40,8,40,-1.5,-11.5
45,9,45,-2.5,-18.5
30,6,30,-0.5,-12.5
30,6,26,4.0,-14.0
20,4,20,1.5,-8.5
25,5,25,2.5,-9.5
25,5,25,23.0,-9.0
25,5,25,3.0,-9.0
30,6,30,-7.0,-11.0
30,6,30,1.5,-10.5
25,5,25,1.5,-8.5
25,5,25,-3.5,-9.5
30,6,30,4.5,-9.5
20,4,11,16.0,-2.0
45,9,45,-10.0,-22.0
25,5,25,3.5,-10.5
20,4,20,-9.0,-9.0
20,4,16,18.0,-4.0
20,4,20,-8.5,-10.5
25,5,25,-2.5,-6.5
35,7,35,3.5,-12.5
30,6,30,-13.0,-15.0
25,5,25,0.5,-11.5
20,4,20,12.5,-3.5
40,8,40,-8.0,-16.0
25,5,25,-6.5,-12.5
25,5,17,4.0,-8.0
45,9,45,-4.5,-20.5
25,5,25,7.0,-7.0
40,8,17,15.5,-4.5
20,4,20,4.5,-7.5
20,4,20,0.5,-5.5
20,4,7,14.5,-1.0
25,5,25,-6.0,-12.0
30,6,30,-3.5,-9.5
25,5,25,-3.0,-13.0
35,7,35,2.0,-14.0
25,5,25,-10.0,-16.0
30,6,29,4.5,-15.0
20,4,20,0.0,-6.0
30,6,30,9.0,-9.0
30,6,27,20.5,-7.5
25,5,25,-1.0,-11.0
25,5,12,13.0,-3.0
30,6,30,-5.5,-11.5
25,5,25,-1.5,-11.5
25,5,25,0.5,-7.5
25,5,25,-3.0,-9.0
40,8,40,0.0,-16.0
35,7,35,-0.5,-14.5
35,7,35,2.0,-14.0
25,5,25,-7.5,-9.5
35,7,29,10.0,-10.0
35,7,6,7.5,-2.0
35,7,35,12.5,-9.5
25,5,25,11.0,-7.0
35,7,35,6.0,-10.0
45,9,45,10.5,-7.5
25,5,25,-1.0,-9.0
25,5,25,4.5,-7.5
30,6,13,14.5,-1.5
35,7,35,-9.5,-15.5
30,6,30,-13.0,-15.0
20,4,20,-2.5,-6.5
35,7,30,13.5,-8.0
25,5,25,7.5,-8.5
35,7,35,-9.0,-15.0
20,4,20,3.0,-9.0
20,4,12,9.5,-6.5
30,6,30,-1.0,-11.0
20,4,20,3.0,-7.0
35,7,35,3.0,-9.0
45,9,11,7.0,-5.0
20,4,20,0.5,-5.5
50,10,50,-2.0,-22.0
25,5,25,-6.5,-12.5
30,6,30,3.5,-12.5
40,8,11,12.0,-2.0
25,5,25,1.0,-11.0
25,5,25,-5.5,-11.5
20,4,20,2.0,-8.0
20,4,20,4.5,-7.5
30,6,4,11.5,-0.5
