deadline,distance,steps,rewards,penalties
35,7,35,3.0,-11.0
25,5,10,17.5,-0.5
20,4,20,2.0,-4.0
25,5,10,20.0,0
25,5,11,20.0,0
30,6,14,22.0,0
25,5,7,16.0,0
25,5,13,20.0,0
20,4,16,18.0,0
20,4,10,18.0,0
40,8,17,26.0,0
30,6,12,22.0,0
25,5,10,20.0,0
25,5,9,20.0,0
35,7,11,24.0,0
40,8,17,23.5,-0.5
30,6,22,21.0,-1.0
25,5,10,20.0,0
25,5,16,25.5,-0.5
40,8,22,26.0,0
35,7,15,24.0,0
25,5,13,23.0,-1.0
30,6,8,22.0,0
20,4,11,18.0,0
20,4,10,18.0,0
35,7,22,22.5,-3.5
25,5,10,20.0,0
30,6,16,22.0,0
25,5,17,17.5,-0.5
30,6,19,26.5,-1.5
30,6,30,19.0,-1.0
20,4,20,13.5,-0.5
25,5,6,20.0,0
30,6,12,22.0,0
20,4,10,18.0,0
35,7,17,21.5,-0.5
20,4,9,22.0,0
20,4,10,15.5,-0.5
25,5,25,8.0,0
40,8,27,29.0,-1.0
30,6,17,21.0,-1.0
20,4,15,17.0,-1.0
20,4,18,18.0,0
50,10,24,29.0,-1.0
35,7,11,13.5,0
20,4,10,19.5,-0.5
35,7,21,24.0,0
25,5,13,20.0,0
25,5,8,20.0,0
45,9,33,33.5,-0.5
30,6,21,22.0,0
20,4,15,19.5,-0.5
30,6,21,21.0,-1.0
25,5,14,20.0,0
20,4,9,18.0,0
30,6,14,26.0,0
40,8,18,26.0,0
20,4,6,18.0,0
25,5,14,28.0,0
20,4,16,17.0,-1.0
35,7,7,21.5,-0.5
20,4,20,10.5,-1.5
30,6,12,22.0,0
20,4,17,24.0,-2.0
30,6,26,25.0,-1.0
20,4,9,18.0,0
25,5,13,19.0,-1.0
20,4,7,18.0,0
30,6,25,27.5,-0.5
20,4,7,18.0,0
45,9,26,28.0,0
20,4,6,11.5,-0.5
35,7,17,23.0,-1.0
35,7,17,24.0,0
25,5,12,20.0,0
20,4,9,18.0,0
30,6,11,22.0,0
35,7,19,24.0,0
25,5,13,17.0,-3.0
40,8,20,23.5,-0.5
20,4,16,22.0,0
30,6,13,22.0,0
30,6,21,21.0,-1.0
20,4,12,22.0,0
20,4,9,18.0,0
20,4,8,18.0,0
20,4,5,18.0,0
20,4,6,18.0,0
25,5,13,24.0,0
20,4,7,15.5,-0.5
35,7,13,24.0,0
20,4,20,27.5,-0.5
25,5,14,20.0,0
30,6,22,22.5,-1.5
40,8,33,23.0,-3.0
35,7,21,28.0,0
25,5,25,19.5,-0.5
25,5,12,20.0,0
40,8,17,27.5,-0.5
20,4,7,18.0,0
