deadline,distance,steps,rewards,penalties
25,5,18,11.0,-5.0
30,6,21,29.5,-2.5
25,5,23,34.5,-3.5
35,7,35,31.0,-9.0
45,9,16,21.5,-4.5
35,7,22,35.0,-5.0
60,12,42,51.0,-7.0
35,7,22,28.5,-5.5
35,7,30,29.0,-7.0
25,5,14,22.5,-3.5
35,7,6,14.0,-2.0
45,9,13,22.5,-3.5
35,7,27,28.5,-9.5
30,6,30,19.5,-8.5
45,9,45,25.0,-15.0
40,8,18,20.0,-6.0
30,6,17,18.5,-5.5
25,5,25,14.0,-6.0
35,7,22,21.0,-7.0
25,5,20,26.5,-3.5
20,4,12,24.0,-2.0
30,6,30,17.5,-8.5
25,5,25,10.5,-7.5
30,6,23,28.0,-6.0
20,4,4,18.0,0
30,6,27,33.0,-5.0
40,8,23,19.5,-8.5
20,4,20,17.5,-2.5
20,4,8,23.5,-0.5
40,8,40,26.5,-9.5
20,4,20,11.0,-5.0
25,5,17,30.5,-3.5
20,4,20,24.5,-3.5
35,7,35,30.0,-8.0
20,4,20,18.0,-4.0
30,6,27,34.5,-5.5
20,4,20,23.0,-3.0
30,6,20,25.0,-5.0
35,7,35,17.5,-10.5
30,6,30,21.0,-9.0
25,5,23,24.5,-5.5
20,4,20,5.0,-7.0
30,6,9,17.0,-1.0
35,7,28,15.0,-9.0
30,6,30,9.0,-9.0
40,8,37,53.0,-5.0
35,7,19,22.0,-6.0
25,5,22,28.5,-5.5
20,4,11,20.0,-2.0
25,5,8,18.0,-2.0
40,8,28,26.5,-9.5
30,6,30,31.5,-6.5
45,9,39,43.0,-9.0
45,9,13,26.0,-2.0
35,7,35,30.5,-7.5
30,6,16,23.5,-4.5
20,4,20,20.0,-4.0
40,8,19,26.0,-4.0
25,5,7,19.0,-1.0
45,9,15,27.5,-2.5
20,4,5,14.5,-1.5
35,7,35,51.5,-6.5
20,4,9,21.0,-1.0
40,8,34,40.5,-7.5
35,7,25,36.5,-5.5
25,5,25,11.0,-9.0
30,6,28,26.0,-8.0
45,9,45,28.0,-12.0
25,5,12,21.5,-0.5
25,5,19,26.5,-3.5
35,7,1,9.5,0
30,6,25,29.5,-6.5
30,6,30,33.5,-6.5
50,10,50,32.5,-13.5
20,4,9,18.5,-1.5
30,6,12,15.0,-3.0
50,10,13,25.5,-2.5
25,5,22,32.5,-5.5
20,4,20,12.0,-6.0
40,8,18,28.5,-3.5
40,8,9,25.0,-1.0
20,4,20,9.0,-5.0
20,4,7,17.0,-1.0
20,4,8,23.5,-0.5
25,5,14,25.0,-3.0
20,4,4,15.5,-0.5
20,4,12,22.5,-1.5
45,9,26,24.0,-8.0
25,5,19,27.0,-5.0
20,4,10,22.5,-1.5
40,8,8,21.0,-1.0
35,7,18,31.5,-2.5
35,7,13,26.0,-2.0
25,5,14,28.5,-1.5
20,4,20,16.0,-6.0
20,4,11,21.5,-2.5
30,6,10,25.0,-1.0
20,4,20,19.5,-4.5
20,4,20,4.0,-6.0
20,4,5,12.0,-2.0
