deadline,distance,steps,rewards,penalties
35,7,8,14.0,-2.0
30,6,30,4.5,-11.5
20,4,20,1.5,-6.5
25,5,25,7.0,-3.0
40,8,20,23.5,-0.5
30,6,17,22.0,0
30,6,10,22.0,0
30,6,17,22.0,0
25,5,21,23.0,-1.0
25,5,16,19.0,-1.0
20,4,4,18.0,0
30,6,30,25.5,-2.5
35,7,4,13.5,-0.5
45,9,21,23.5,-2.5
30,6,9,22.0,0
25,5,12,23.0,-1.0
25,5,8,20.0,0
20,4,5,18.0,0
50,10,12,30.0,0
35,7,15,24.0,0
30,6,17,27.0,-3.0
35,7,22,16.0,-8.0
20,4,18,20.5,-3.5
30,6,9,23.5,-0.5
30,6,27,33.5,-2.5
35,7,17,23.5,-2.5
45,9,23,23.5,-2.5
25,5,16,24.5,-1.5
30,6,14,21.5,-2.5
35,7,17,24.0,0
30,6,12,23.5,-0.5
30,6,25,31.5,-4.5
30,6,21,30.5,-1.5
30,6,30,25.5,-6.5
25,5,19,26.5,-3.5
30,6,30,32.5,-3.5
55,11,15,27.5,-2.5
20,4,13,23.5,-0.5
25,5,9,25.5,-0.5
45,9,45,51.0,-7.0
35,7,16,27.0,-1.0
20,4,13,17.0,-1.0
40,8,7,15.5,0
25,5,1,9.5,0
30,6,20,24.0,-1.5
25,5,12,25.5,-0.5
40,8,4,15.5,-0.5
30,6,30,32.0,-4.0
30,6,21,26.5,-1.5
25,5,12,24.0,0
20,4,6,18.0,0
40,8,32,48.0,-2.0
25,5,23,24.5,-5.5
20,4,6,18.0,0
20,4,12,17.0,-1.0
25,5,17,27.0,-1.0
25,5,18,22.0,-2.0
30,6,10,22.0,0
25,5,19,23.5,-2.5
25,5,11,21.5,-0.5
20,4,12,22.5,-1.5
20,4,18,25.0,-1.0
35,7,17,18.5,-3.5
25,5,17,14.5,-3.5
30,6,13,21.0,-1.0
25,5,21,23.5,-2.5
25,5,9,20.0,0
35,7,10,21.5,-0.5
30,6,18,24.0,-2.0
20,4,6,18.0,0
50,10,22,26.5,-1.5
40,8,17,32.0,-2.0
25,5,9,21.5,-0.5
20,4,6,15.5,-0.5
25,5,18,25.0,-3.0
25,5,6,20.0,0
30,6,16,22.5,-1.5
20,4,20,31.0,-3.0
25,5,8,20.0,0
20,4,6,18.0,0
30,6,30,27.0,-3.0
20,4,5,10.5,-1.5
20,4,11,16.0,-2.0
25,5,25,19.0,-1.0
25,5,11,20.0,0
35,7,29,39.5,-2.5
25,5,13,18.0,-2.0
50,10,42,40.5,-3.5
30,6,13,22.0,0
20,4,12,23.5,-0.5
25,5,16,24.5,-1.5
20,4,15,26.5,-1.5
40,8,13,23.5,-0.5
40,8,26,37.5,-2.5
55,11,27,32.5,-1.5
45,9,5,12.5,-1.0
20,4,4,18.0,0
40,8,22,26.0,0
35,7,8,21.5,-0.5
25,5,9,20.0,0
