deadline,distance,steps,rewards,penalties
20,4,20,1.5,-6.5
20,4,16,12.5,-7.5
35,7,12,25.5,-0.5
20,4,10,25.0,-1.0
25,5,8,18.0,-2.0
25,5,21,22.5,-3.5
25,5,23,35.0,-5.0
35,7,16,20.5,-1.5
25,5,5,20.0,0
30,6,7,13.0,-1.0
25,5,6,15.0,-1.0
30,6,14,25.0,-1.0
25,5,5,20.0,0
20,4,16,16.5,-3.5
20,4,6,18.0,0
35,7,25,25.0,-3.0
20,4,8,18.0,0
25,5,7,18.0,-2.0
60,12,33,36.5,-3.5
30,6,11,22.0,0
20,4,9,18.5,-1.5
30,6,16,33.0,-1.0
40,8,26,26.5,-1.5
25,5,13,27.0,-1.0
20,4,7,18.0,0
30,6,16,20.0,-2.0
30,6,18,26.0,0
25,5,16,31.0,-1.0
25,5,8,20.0,0
25,5,12,22.0,-2.0
25,5,5,17.5,-0.5
25,5,25,22.5,-3.5
20,4,7,18.0,0
20,4,8,18.0,0
30,6,19,25.5,-2.5
25,5,25,10.0,-2.0
25,5,15,20.0,0
35,7,17,27.0,-1.0
20,4,13,23.5,-0.5
25,5,14,23.5,-2.5
45,9,12,24.5,-1.5
20,4,10,21.0,-1.0
30,6,11,23.5,-0.5
35,7,16,24.5,-1.5
40,8,14,23.5,-0.5
45,9,6,11.5,-2.5
35,7,11,29.5,-0.5
20,4,14,21.0,-1.0
45,9,10,28.0,0
20,4,4,18.0,0
35,7,27,40.5,-1.5
20,4,9,18.0,0
20,4,20,19.5,-2.5
35,7,35,24.0,-4.0
35,7,13,23.0,-1.0
30,6,8,19.5,-0.5
20,4,20,24.5,-3.5
20,4,7,18.0,0
20,4,8,22.0,0
35,7,19,30.5,-3.5
40,8,17,29.5,-2.5
35,7,16,23.0,-1.0
20,4,4,18.0,0
20,4,16,27.5,-0.5
35,7,14,28.5,-1.5
35,7,35,26.5,-3.5
40,8,19,27.0,-3.0
20,4,13,19.5,-0.5
35,7,11,29.5,-0.5
20,4,16,20.5,-3.5
30,6,13,21.0,-1.0
20,4,17,30.5,-1.5
20,4,4,15.5,-0.5
30,6,16,24.0,-2.0
30,6,6,19.5,-0.5
35,7,17,21.0,-3.0
25,5,8,16.5,-1.5
30,6,30,22.5,-3.5
20,4,13,22.5,-1.5
40,8,14,28.0,-2.0
35,7,13,23.5,-2.5
25,5,25,10.5,-3.5
25,5,11,24.5,-1.5
20,4,13,15.0,-3.0
25,5,16,19.0,-1.0
20,4,11,25.0,-1.0
35,7,15,26.0,-2.0
20,4,16,30.5,-1.5
35,7,17,29.5,-0.5
35,7,10,24.0,0
35,7,14,26.0,-2.0
25,5,25,20.0,-4.0
35,7,10,24.0,0
30,6,17,22.5,-1.5
30,6,13,22.5,-1.5
35,7,21,21.0,-3.0
35,7,12,16.5,-1.5
50,10,23,22.5,-1.5
45,9,13,18.5,-3.5
25,5,7,20.0,0
