deadline,distance,steps,rewards,penalties
35,7,35,9.0,-9.0
45,9,29,30.0,-2.0
40,8,17,26.0,0
35,7,11,24.0,0
30,6,21,28.0,-2.0
35,7,23,23.0,-1.0
40,8,16,25.0,-1.0
20,4,20,13.5,-0.5
40,8,15,26.0,0
30,6,8,22.0,0
30,6,13,22.0,0
35,7,15,23.0,-1.0
25,5,16,21.5,-0.5
20,4,8,18.0,0
20,4,9,18.0,0
40,8,8,26.0,0
35,7,14,24.0,0
20,4,9,18.0,0
40,8,17,23.5,-0.5
20,4,16,18.0,0
20,4,10,22.0,0
25,5,11,20.0,0
35,7,13,24.0,0
35,7,20,29.5,-0.5
40,8,17,25.0,-1.0
30,6,17,27.5,-0.5
35,7,17,21.0,-3.0
25,5,16,20.0,0
40,8,20,26.0,0
25,5,7,20.0,0
45,9,16,28.0,0
40,8,10,26.0,0
30,6,10,22.0,0
25,5,13,20.0,0
20,4,16,21.0,-1.0
25,5,8,20.0,0
35,7,19,20.5,-1.5
25,5,5,20.0,0
30,6,13,22.0,0
30,6,16,22.0,0
35,7,11,24.0,0
30,6,13,22.0,0
25,5,12,20.0,0
20,4,4,18.0,0
35,7,17,24.0,0
25,5,13,18.0,-2.0
30,6,18,22.0,0
25,5,6,20.0,0
30,6,11,26.0,0
25,5,10,20.0,0
20,4,6,18.0,0
25,5,11,20.0,0
25,5,6,20.0,0
20,4,12,18.0,0
40,8,16,26.0,0
35,7,16,24.0,0
25,5,13,20.0,0
20,4,10,21.0,-1.0
25,5,8,24.0,0
40,8,15,26.0,0
20,4,10,19.5,-0.5
35,7,19,33.5,-0.5
20,4,4,18.0,0
30,6,10,22.0,0
25,5,8,19.0,-1.0
40,8,19,26.0,0
35,7,14,24.0,0
35,7,10,24.0,0
20,4,13,18.0,0
45,9,19,28.0,0
30,6,17,21.0,-1.0
25,5,7,20.0,0
20,4,6,18.0,0
25,5,17,21.5,-0.5
25,5,12,20.0,0
35,7,25,29.5,-0.5
20,4,17,17.0,-1.0
30,6,11,21.0,-1.0
25,5,16,25.5,-0.5
40,8,16,27.5,-0.5
20,4,10,22.0,0
25,5,10,20.0,0
50,10,17,30.0,0
20,4,5,18.0,0
35,7,10,24.0,0
20,4,5,18.0,0
35,7,14,24.0,0
25,5,5,20.0,0
30,6,16,22.0,0
25,5,16,25.5,-0.5
20,4,4,18.0,0
20,4,9,18.0,0
25,5,8,20.0,0
20,4,10,22.0,0
20,4,12,17.0,-1.0
25,5,23,21.5,-0.5
25,5,7,20.0,0
45,9,29,33.5,-0.5
25,5,9,19.0,-1.0
30,6,14,25.0,-1.0
